cellnumber     x-coordinate     y-coordinate           y-plus skin-friction-coef       wall-shear     y-wall-shear     x-wall-shear pressure-coefficient         pressure 
         1  4.971867800E-01 -7.624541223E-02  2.486795956E-01  2.928261132E-03  6.794809254E+00 -6.914394482E-01  6.759537283E+00  1.443221567E-01  3.348886869E+02 
         2  5.094028711E-01 -7.748310268E-02  2.484080834E-01  2.921877912E-03  6.779997471E+00 -6.769171660E-01  6.746121023E+00  1.411187860E-01  3.274555066E+02 
         3  5.216119289E-01 -7.869670540E-02  2.481318218E-01  2.915377838E-03  6.764914541E+00 -6.628795633E-01  6.732359128E+00  1.380885679E-01  3.204241139E+02 
         4  5.338063836E-01 -7.988633960E-02  2.478611365E-01  2.909015259E-03  6.750150655E+00 -6.493599906E-01  6.718844057E+00  1.352218357E-01  3.137720781E+02 
         5  5.459787846E-01 -8.105212450E-02  2.475891191E-01  2.902637801E-03  6.735352244E+00 -6.362989888E-01  6.705228814E+00  1.324644386E-01  3.073737459E+02 
         6  5.581217408E-01 -8.219417930E-02  2.473093292E-01  2.896078977E-03  6.720132988E+00 -6.236370962E-01  6.691133248E+00  1.298612072E-01  3.013331436E+02 
         7  5.702277422E-01 -8.331260830E-02  2.470253343E-01  2.889433616E-03  6.704712929E+00 -6.113732525E-01  6.676780527E+00  1.274085938E-01  2.956420390E+02 
         8  5.822893977E-01 -8.440753073E-02  2.467411291E-01  2.882796294E-03  6.689311522E+00 -5.995054543E-01  6.662393102E+00  1.250928438E-01  2.902685158E+02 
         9  5.942993164E-01 -8.547904342E-02  2.464608541E-01  2.876248098E-03  6.674116926E+00 -5.880282672E-01  6.648162115E+00  1.228974010E-01  2.851741561E+02 
        10  6.062502265E-01 -8.652722836E-02  2.461799127E-01  2.869689837E-03  6.658898976E+00 -5.768996402E-01  6.633861800E+00  1.208033431E-01  2.803150526E+02 
        11  6.181347370E-01 -8.755219728E-02  2.458959350E-01  2.863068483E-03  6.643534625E+00 -5.660887817E-01  6.619372765E+00  1.188253436E-01  2.757252538E+02 
        12  6.299456358E-01 -8.855400980E-02  2.456073200E-01  2.856348186E-03  6.627940681E+00 -5.555697170E-01  6.604615050E+00  1.169642380E-01  2.714066986E+02 
        13  6.416757107E-01 -8.953276277E-02  2.453162413E-01  2.849586711E-03  6.612251189E+00 -5.453356701E-01  6.589724941E+00  1.152237994E-01  2.673681421E+02 
        14  6.533176899E-01 -9.048850834E-02  2.450265068E-01  2.842865799E-03  6.596655818E+00 -5.353844782E-01  6.574894026E+00  1.135915058E-01  2.635805277E+02 
        15  6.648645401E-01 -9.142131358E-02  2.447375079E-01  2.836166630E-03  6.581110902E+00 -5.256952818E-01  6.560081187E+00  1.120536098E-01  2.600119559E+02 
        16  6.763092279E-01 -9.233125299E-02  2.444459612E-01  2.829410795E-03  6.565434497E+00 -5.162375169E-01  6.545107253E+00  1.106125437E-01  2.566680707E+02 
        17  6.876447201E-01 -9.321837872E-02  2.441502040E-01  2.822567580E-03  6.549555332E+00 -5.069910575E-01  6.529903147E+00  1.092702995E-01  2.535534943E+02 
        18  6.988640428E-01 -9.408274293E-02  2.438497919E-01  2.815620715E-03  6.533435656E+00 -4.979396487E-01  6.514433020E+00  1.080327378E-01  2.506818255E+02 
        19  7.099604607E-01 -9.492439777E-02  2.435453088E-01  2.808584728E-03  6.517109177E+00 -4.890735400E-01  6.498732114E+00  1.068977132E-01  2.480480866E+02 
        20  7.209270597E-01 -9.574341029E-02  2.432348985E-01  2.801426542E-03  6.500499146E+00 -4.803756629E-01  6.482725382E+00  1.058713876E-01  2.456665754E+02 
        21  7.317572832E-01 -9.653984010E-02  2.429217791E-01  2.794225232E-03  6.483789048E+00 -4.718492472E-01  6.466597151E+00  1.049429874E-01  2.435122927E+02 
        22  7.424443960E-01 -9.731374681E-02  2.426032517E-01  2.786904157E-03  6.466801047E+00 -4.634718136E-01  6.450171289E+00  1.041082697E-01  2.415753931E+02 
        23  7.529819012E-01 -9.806518257E-02  2.422773717E-01  2.779422001E-03  6.449439268E+00 -4.552284885E-01  6.433353239E+00  1.033742385E-01  2.398721291E+02 
        24  7.633633614E-01 -9.879425168E-02  2.419409992E-01  2.771716707E-03  6.431559712E+00 -4.471024451E-01  6.416000291E+00  1.027448536E-01  2.384116889E+02 
        25  7.735824585E-01 -9.950100631E-02  2.415949517E-01  2.763797174E-03  6.413183034E+00 -4.390897756E-01  6.398133852E+00  1.022224409E-01  2.371994696E+02 
        26  7.836328745E-01 -1.001855657E-01  2.412389101E-01  2.755654637E-03  6.394288889E+00 -4.311846264E-01  6.379734337E+00  1.018111332E-01  2.362450610E+02 
        27  7.935085297E-01 -1.008480042E-01  2.408702299E-01  2.747249699E-03  6.374785864E+00 -4.233776064E-01  6.360711141E+00  1.015099909E-01  2.355462829E+02 
        28  8.032033443E-01 -1.014884561E-01  2.404938846E-01  2.738612179E-03  6.354743152E+00 -4.156708607E-01  6.341133831E+00  1.013192560E-01  2.351036970E+02 
        29  8.127113581E-01 -1.021070406E-01  2.400989585E-01  2.729639534E-03  6.333922805E+00 -4.080477191E-01  6.320765393E+00  1.012469014E-01  2.349358038E+02 
        30  8.220268488E-01 -1.027038991E-01  2.396828117E-01  2.720273475E-03  6.312189569E+00 -4.004995544E-01  6.299471189E+00  1.012924251E-01  2.350414380E+02 
        31  8.311439753E-01 -1.032791883E-01  2.392578905E-01  2.710629814E-03  6.289812181E+00 -3.930444103E-01  6.277519683E+00  1.014603317E-01  2.354310527E+02 
        32  8.400572538E-01 -1.038330719E-01  2.388166376E-01  2.700539949E-03  6.266399412E+00 -3.856594537E-01  6.254520635E+00  1.017553183E-01  2.361155469E+02 
        33  8.487611413E-01 -1.043657437E-01  2.383469003E-01  2.689899823E-03  6.241709801E+00 -3.783333160E-01  6.230233153E+00  1.021780381E-01  2.370964361E+02 
        34  8.572503328E-01 -1.048773974E-01  2.378560037E-01  2.678877640E-03  6.216133655E+00 -3.710935173E-01  6.205046915E+00  1.027377062E-01  2.383951038E+02 
        35  8.655196428E-01 -1.053682491E-01  2.373384891E-01  2.667270191E-03  6.189199444E+00 -3.639163293E-01  6.178491294E+00  1.034365996E-01  2.400168334E+02 
        36  8.735638857E-01 -1.058385372E-01  2.367911103E-01  2.655008940E-03  6.160748136E+00 -3.567982328E-01  6.150407516E+00  1.042775142E-01  2.419681122E+02 
        37  8.813782334E-01 -1.062885150E-01  2.362208733E-01  2.642173576E-03  6.130964641E+00 -3.497564675E-01  6.120980138E+00  1.052702828E-01  2.442717571E+02 
        38  8.889577985E-01 -1.067184284E-01  2.356138407E-01  2.628621537E-03  6.099518155E+00 -3.427788337E-01  6.089878849E+00  1.064184621E-01  2.469360205E+02 
        39  8.962979913E-01 -1.071285680E-01  2.349667417E-01  2.614280956E-03  6.066241918E+00 -3.358637333E-01  6.056937061E+00  1.077274721E-01  2.499734795E+02 
        40  9.033941627E-01 -1.075192094E-01  2.342842046E-01  2.599104181E-03  6.031025357E+00 -3.290132723E-01  6.022044265E+00  1.092048411E-01  2.534016030E+02 
        41  9.102419615E-01 -1.078906655E-01  2.335607263E-01  2.582982440E-03  5.993616071E+00 -3.222223752E-01  5.984948317E+00  1.108555631E-01  2.572319790E+02 
        42  9.168372750E-01 -1.082432419E-01  2.327854687E-01  2.565837718E-03  5.953833037E+00 -3.154907053E-01  5.945468311E+00  1.126891421E-01  2.614866608E+02 
