cellnumber     x-coordinate     y-coordinate           y-plus skin-friction-coef       wall-shear     y-wall-shear     x-wall-shear pressure-coefficient         pressure 
         1  3.928249776E-01 -7.077056915E-02  1.833495742E-01  3.736937529E-03  4.860938270E+00 -2.438903250E-01  4.854815998E+00 -4.483702479E-02 -5.832316115E+01 
         2  4.008449018E-01 -7.116361707E-02  1.829113736E-01  3.719095009E-03  4.837729054E+00 -2.309073794E-01  4.832215246E+00 -4.489772736E-02 -5.840212191E+01 
         3  4.088915586E-01 -7.153849304E-02  1.824744123E-01  3.701341704E-03  4.814635889E+00 -2.183338117E-01  4.809682847E+00 -4.485486776E-02 -5.834637095E+01 
         4  4.169627428E-01 -7.189546525E-02  1.820380710E-01  3.683668946E-03  4.791647496E+00 -2.061570502E-01  4.787210565E+00 -4.471533119E-02 -5.816486440E+01 
         5  4.250563085E-01 -7.223479450E-02  1.815969682E-01  3.665849801E-03  4.768468687E+00 -1.943532685E-01  4.764506315E+00 -4.448827056E-02 -5.786950819E+01 
         6  4.331699908E-01 -7.255677134E-02  1.811575868E-01  3.648129407E-03  4.745418331E+00 -1.829251735E-01  4.741891344E+00 -4.417641147E-02 -5.746384774E+01 
         7  4.413016140E-01 -7.286167145E-02  1.807220040E-01  3.630601673E-03  4.722618583E+00 -1.718656589E-01  4.719490277E+00 -4.378241061E-02 -5.695133880E+01 
         8  4.494490027E-01 -7.314977795E-02  1.802865299E-01  3.613116852E-03  4.699874655E+00 -1.611559577E-01  4.697110870E+00 -4.331116738E-02 -5.633835445E+01 
         9  4.576098621E-01 -7.342138141E-02  1.798511400E-01  3.595684346E-03  4.677198778E+00 -1.507858326E-01  4.674767592E+00 -4.276631263E-02 -5.562961760E+01 
        10  4.657820463E-01 -7.367678732E-02  1.794206203E-01  3.578493315E-03  4.654837007E+00 -1.407521947E-01  4.652708500E+00 -4.215241977E-02 -5.483107728E+01 
        11  4.739633501E-01 -7.391628623E-02  1.789888274E-01  3.561286431E-03  4.632454616E+00 -1.310338094E-01  4.630601031E+00 -4.147409462E-02 -5.394872464E+01 
        12  4.821514487E-01 -7.414018363E-02  1.785582593E-01  3.544182506E-03  4.610206151E+00 -1.216251643E-01  4.608601531E+00 -4.073254384E-02 -5.298412929E+01 
        13  4.903442264E-01 -7.434877008E-02  1.781301136E-01  3.527205606E-03  4.588122917E+00 -1.125167217E-01  4.586743059E+00 -3.993204705E-02 -5.194285808E+01 
        14  4.985393882E-01 -7.454237342E-02  1.777001847E-01  3.510203563E-03  4.566006979E+00 -1.036937506E-01  4.564829387E+00 -3.907577805E-02 -5.082903942E+01 
        15  5.067347884E-01 -7.472127676E-02  1.772771846E-01  3.493512367E-03  4.544295383E+00 -9.515638656E-02  4.543298999E+00 -3.816606061E-02 -4.964569603E+01 
        16  5.149281025E-01 -7.488579303E-02  1.768547946E-01  3.476883040E-03  4.522664266E+00 -8.688734767E-02  4.521829569E+00 -3.720632665E-02 -4.839729208E+01 
        17  5.231171250E-01 -7.503624260E-02  1.764343081E-01  3.460379622E-03  4.501196930E+00 -7.887889334E-02  4.500505741E+00 -3.619729501E-02 -4.708476265E+01 
        18  5.312997103E-01 -7.517290860E-02  1.760147392E-01  3.443927606E-03  4.479796456E+00 -7.112009762E-02  4.479231878E+00 -3.514234552E-02 -4.571250413E+01 
        19  5.394735932E-01 -7.529611140E-02  1.755956926E-01  3.427547444E-03  4.458489449E+00 -6.360264140E-02  4.458035764E+00 -3.404453631E-02 -4.428449450E+01 
        20  5.476365089E-01 -7.540615648E-02  1.751794377E-01  3.411330489E-03  4.437394738E+00 -5.631937544E-02  4.437037321E+00 -3.290537273E-02 -4.280269188E+01 
        21  5.557863712E-01 -7.550333440E-02  1.747659461E-01  3.395251771E-03  4.416479843E+00 -4.926095835E-02  4.416205109E+00 -3.172603127E-02 -4.126862661E+01 
        22  5.639207959E-01 -7.558796555E-02  1.743560504E-01  3.379344008E-03  4.395787323E+00 -4.241919008E-02  4.395582646E+00 -3.050845321E-02 -3.968482390E+01 
        23  5.720376968E-01 -7.566032559E-02  1.739464375E-01  3.363491160E-03  4.375166236E+00 -3.578426005E-02  4.375019894E+00 -2.925199959E-02 -3.805045259E+01 
        24  5.801348090E-01 -7.572074234E-02  1.735365893E-01  3.347662270E-03  4.354576313E+00 -2.934820465E-02  4.354477413E+00 -2.796123910E-02 -3.637145555E+01 
        25  5.882100463E-01 -7.576948404E-02  1.731294308E-01  3.331959891E-03  4.334150952E+00 -2.310441406E-02  4.334089370E+00 -2.663703770E-02 -3.464895920E+01 
        26  5.962610841E-01 -7.580685616E-02  1.727247770E-01  3.316400371E-03  4.313911421E+00 -1.704531212E-02  4.313877745E+00 -2.527996369E-02 -3.288370276E+01 
        27  6.042858362E-01 -7.583314925E-02  1.723236407E-01  3.301021585E-03  4.293906984E+00 -1.116349669E-02  4.293892472E+00 -2.389021665E-02 -3.107594587E+01 
        28  6.122820377E-01 -7.584865391E-02  1.719232882E-01  3.285707874E-03  4.273987196E+00 -5.451267810E-03  4.273983720E+00 -2.246859621E-02 -2.922672866E+01 
        29  6.202476621E-01 -7.585365325E-02  1.715221133E-01  3.270387156E-03  4.254058293E+00  9.803433188E-05  4.254058292E+00 -2.101427882E-02 -2.733497987E+01 
        30  6.281803846E-01 -7.584843040E-02  1.711206861E-01  3.255093176E-03  4.234164170E+00  5.490563364E-03  4.234160610E+00 -1.953045955E-02 -2.540485558E+01 
        31  6.360781193E-01 -7.583326101E-02  1.707215079E-01  3.239933107E-03  4.214444237E+00  1.073273338E-02  4.214430571E+00 -1.801749009E-02 -2.343681328E+01 
        32  6.439388394E-01 -7.580843568E-02  1.703223978E-01  3.224801648E-03  4.194761519E+00  1.583040274E-02  4.194731648E+00 -1.647543214E-02 -2.143093322E+01 
        33  6.517602801E-01 -7.577421516E-02  1.699256578E-01  3.209786701E-03  4.175230357E+00  2.078976345E-02  4.175178598E+00 -1.490340541E-02 -1.938607031E+01 
        34  6.595403552E-01 -7.573087513E-02  1.695266413E-01  3.194734620E-03  4.155650893E+00  2.561540537E-02  4.155571946E+00 -1.330171235E-02 -1.730261802E+01 
        35  6.672770381E-01 -7.567869872E-02  1.691301496E-01  3.179826399E-03  4.136258558E+00  3.031397245E-02  4.136147473E+00 -1.166815524E-02 -1.517771755E+01 
        36  6.749680638E-01 -7.561793178E-02  1.687317226E-01  3.164862179E-03  4.116793382E+00  3.488875902E-02  4.116645542E+00 -1.000458425E-02 -1.301377561E+01 
