cellnumber     x-coordinate     y-coordinate           y-plus skin-friction-coef       wall-shear     y-wall-shear     x-wall-shear pressure-coefficient         pressure 
         1  5.005882382E-01 -7.458618283E-02  2.663882797E-01  3.505907191E-03  4.560418339E+00 -1.015406366E-01  4.559287765E+00 -3.822966666E-02 -4.972843358E+01 
         2  5.128794909E-01 -7.484378666E-02  2.654329770E-01  3.480808251E-03  4.527770107E+00 -8.893424893E-02  4.526896602E+00 -3.681396170E-02 -4.788691112E+01 
         3  5.251623988E-01 -7.506954670E-02  2.644834389E-01  3.455954817E-03  4.495441227E+00 -7.691913215E-02  4.494783117E+00 -3.528733440E-02 -4.590110295E+01 
         4  5.374294519E-01 -7.526449114E-02  2.635370820E-01  3.431270866E-03  4.463332806E+00 -6.546247345E-02  4.462852720E+00 -3.365839397E-02 -4.378220778E+01 
         5  5.496731400E-01 -7.542964816E-02  2.625999690E-01  3.406907379E-03  4.431641239E+00 -5.453710497E-02  4.431305652E+00 -3.193402771E-02 -4.153918448E+01 
         6  5.618860722E-01 -7.556603849E-02  2.616746892E-01  3.382940875E-03  4.400466060E+00 -4.411411254E-02  4.400244935E+00 -3.011971071E-02 -3.917915494E+01 
         7  5.740607381E-01 -7.567468286E-02  2.607501058E-01  3.359076950E-03  4.369424314E+00 -3.416107033E-02  4.369290773E+00 -2.822375755E-02 -3.671293463E+01 
         8  5.861897469E-01 -7.575658709E-02  2.598252996E-01  3.335288056E-03  4.338480167E+00 -2.465198140E-02  4.338410128E+00 -2.624192580E-02 -3.413500504E+01 
         9  5.982656479E-01 -7.581274211E-02  2.589119456E-01  3.311884090E-03  4.308036727E+00 -1.556375379E-02  4.308008613E+00 -2.418545767E-02 -3.145998986E+01 
        10  6.102811098E-01 -7.584412396E-02  2.580074898E-01  3.288791374E-03  4.277998154E+00 -6.870299400E-03  4.277992638E+00 -2.205782528E-02 -2.869240554E+01 
        11  6.222288013E-01 -7.585170865E-02  2.570992123E-01  3.265671278E-03  4.247923967E+00  1.452417411E-03  4.247923719E+00 -1.986061305E-02 -2.583431307E+01 
        12  6.341013908E-01 -7.583644986E-02  2.561923777E-01  3.242668308E-03  4.218002135E+00  9.425321538E-03  4.217991604E+00 -1.759375639E-02 -2.288562843E+01 
        13  6.458917260E-01 -7.579929382E-02  2.552931039E-01  3.219945781E-03  4.188445098E+00  1.706982487E-02  4.188410314E+00 -1.525934834E-02 -1.984907421E+01 
        14  6.575926542E-01 -7.574115694E-02  2.543915645E-01  3.197249050E-03  4.158921616E+00  2.440453291E-02  4.158850012E+00 -1.285279101E-02 -1.671866955E+01 
        15  6.691969633E-01 -7.566297054E-02  2.534894825E-01  3.174608301E-03  4.129470954E+00  3.144743419E-02  4.129351211E+00 -1.037709170E-02 -1.349832632E+01 
        16  6.806975603E-01 -7.556562126E-02  2.525898232E-01  3.152106907E-03  4.100201562E+00  3.821631636E-02  4.100023459E+00 -7.835077685E-03 -1.019172214E+01 
        17  6.920875311E-01 -7.545001805E-02  2.516823388E-01  3.129504018E-03  4.070800149E+00  4.472400317E-02  4.070554461E+00 -5.225160708E-03 -6.796791077E+00 
        18  7.033599615E-01 -7.531703264E-02  2.507735475E-01  3.106950035E-03  4.041462350E+00  5.098656364E-02  4.041140717E+00 -2.544149250E-03 -3.309381642E+00 
        19  7.145079374E-01 -7.516752928E-02  2.498584363E-01  3.084316328E-03  4.012020849E+00  5.701512458E-02  4.011615705E+00  2.103146391E-04  2.735733392E-01 
        20  7.255246639E-01 -7.500239462E-02  2.489315504E-01  3.061476896E-03  3.982311744E+00  6.281875546E-02  3.981816247E+00  3.041352264E-03  3.956133999E+00 
