cellnumber     x-coordinate     y-coordinate           y-plus skin-friction-coef       wall-shear     y-wall-shear     x-wall-shear pressure-coefficient         pressure 
         1  5.001623631E-01 -7.025239617E-02  2.599907254E-01  2.958831561E-03  2.095453758E+01 -1.058395456E+00  2.092779119E+01  3.648051255E-02  2.583561299E+02 
         2  5.124330521E-01 -7.085950673E-02  2.593588937E-01  2.944448308E-03  2.085267493E+01 -1.007642529E+00  2.082831506E+01  3.595288981E-02  2.546194892E+02 
         3  5.246953964E-01 -7.143975794E-02  2.587279090E-01  2.930138128E-03  2.075132979E+01 -9.589471757E-01  2.072916082E+01  3.556089729E-02  2.518433859E+02 
         4  5.369419456E-01 -7.199379057E-02  2.580996803E-01  2.915932335E-03  2.065072392E+01 -9.122159614E-01  2.063056617E+01  3.530137259E-02  2.500054239E+02 
         5  5.491651893E-01 -7.252220809E-02  2.574773704E-01  2.901887980E-03  2.055126136E+01 -8.673644552E-01  2.053294967E+01  3.514764396E-02  2.489167129E+02 
         6  5.613576770E-01 -7.302563637E-02  2.568523344E-01  2.887817616E-03  2.045161460E+01 -8.242384081E-01  2.043499868E+01  3.509964805E-02  2.485768044E+02 
         7  5.735120177E-01 -7.350467891E-02  2.562414004E-01  2.874097776E-03  2.035445027E+01 -7.828503948E-01  2.033939013E+01  3.516012708E-02  2.490051187E+02 
         8  5.856207013E-01 -7.395994663E-02  2.556241607E-01  2.860263351E-03  2.025647444E+01 -7.429782322E-01  2.024284417E+01  3.531576319E-02  2.501073385E+02 
         9  5.976763964E-01 -7.439202070E-02  2.550047244E-01  2.846405145E-03  2.015833019E+01 -7.045641207E-01  2.014601364E+01  3.556592522E-02  2.518789938E+02 
        10  6.096717715E-01 -7.480149716E-02  2.543934315E-01  2.832779111E-03  2.006183019E+01 -6.675878422E-01  2.005071961E+01  3.590936423E-02  2.543112396E+02 
        11  6.215994954E-01 -7.518894970E-02  2.537808495E-01  2.819161019E-03  1.996538643E+01 -6.319129676E-01  1.995538377E+01  3.634151175E-02  2.573717219E+02 
        12  6.334522963E-01 -7.555492967E-02  2.531653027E-01  2.805505152E-03  1.986867516E+01 -5.974550838E-01  1.985969033E+01  3.685903055E-02  2.610368062E+02 
        13  6.452229619E-01 -7.590001822E-02  2.525516904E-01  2.791931435E-03  1.977254567E+01 -5.641687079E-01  1.976449534E+01  3.746066852E-02  2.652976251E+02 
        14  6.569043398E-01 -7.622473687E-02  2.519488067E-01  2.778620371E-03  1.967827630E+01 -5.320184516E-01  1.967108321E+01  3.814381228E-02  2.701356706E+02 
        15  6.684892178E-01 -7.652962953E-02  2.513328682E-01  2.765048346E-03  1.958215880E+01 -5.008377089E-01  1.957575298E+01  3.890943966E-02  2.755578676E+02 
        16  6.799706817E-01 -7.681523263E-02  2.507234434E-01  2.751651709E-03  1.948728339E+01 -4.706493080E-01  1.948159909E+01  3.975584045E-02  2.815521044E+02 
        17  6.913416386E-01 -7.708205283E-02  2.501065032E-01  2.738126117E-03  1.939149472E+01 -4.413428852E-01  1.938647168E+01  4.068379097E-02  2.881238791E+02 
        18  7.025952339E-01 -7.733062655E-02  2.494784756E-01  2.724385681E-03  1.929418453E+01 -4.128569961E-01  1.928976687E+01  4.169577930E-02  2.952908120E+02 
        19  7.137245536E-01 -7.756144553E-02  2.488520214E-01  2.710715460E-03  1.919737160E+01 -3.851898072E-01  1.919350685E+01  4.279209562E-02  3.030549584E+02 
        20  7.247228622E-01 -7.777502388E-02  2.482319527E-01  2.697222962E-03  1.910181731E+01 -3.583089150E-01  1.909845646E+01  4.397405330E-02  3.114256197E+02 
        21  7.355835438E-01 -7.797185332E-02  2.475948488E-01  2.683394523E-03  1.900388387E+01 -3.321051224E-01  1.900098177E+01  4.524195892E-02  3.204049669E+02 
        22  7.462998629E-01 -7.815245539E-02  2.469438593E-01  2.669304386E-03  1.890409708E+01 -3.065590398E-01  1.890161125E+01  4.659960619E-02  3.300198673E+02 
        23  7.568653822E-01 -7.831732184E-02  2.462878574E-01  2.655137077E-03  1.880376375E+01 -2.816637832E-01  1.880165409E+01  4.805042599E-02  3.402946184E+02 
        24  7.672736049E-01 -7.846695930E-02  2.456193535E-01  2.640740081E-03  1.870180378E+01 -2.573768569E-01  1.870003267E+01  4.959760966E-02  3.512518215E+02 
        25  7.775182724E-01 -7.860187441E-02  2.449392122E-01  2.626136740E-03  1.859838246E+01 -2.336801451E-01  1.859691436E+01  5.124305765E-02  3.629049356E+02 
        26  7.875931263E-01 -7.872258127E-02  2.442520027E-01  2.611415347E-03  1.849412509E+01 -2.105633425E-01  1.849292638E+01  5.299000231E-02  3.752768523E+02 
        27  7.974919677E-01 -7.882959396E-02  2.435474953E-01  2.596383275E-03  1.838766749E+01 -1.879963223E-01  1.838670642E+01  5.484127179E-02  3.883876006E+02 
        28  8.072089553E-01 -7.892344147E-02  2.428045064E-01  2.580569759E-03  1.827567568E+01 -1.659404826E-01  1.827492230E+01  5.680203328E-02  4.022737748E+02 
        29  8.167379498E-01 -7.900464535E-02  2.420577452E-01  2.564704630E-03  1.816331834E+01 -1.444429974E-01  1.816274399E+01  5.887809949E-02  4.169765405E+02 
        30  8.260732889E-01 -7.907375693E-02  2.412927505E-01  2.548522205E-03  1.804871390E+01 -1.234822556E-01  1.804829149E+01  6.107185039E-02  4.325127529E+02 
        31  8.352092505E-01 -7.913132012E-02  2.404873985E-01  2.531547284E-03  1.792849698E+01 -1.030393299E-01  1.792820088E+01  6.338875517E-02  4.489211450E+02 
        32  8.441402316E-01 -7.917789370E-02  2.396610754E-01  2.514183037E-03  1.780552283E+01 -8.314131446E-02  1.780532872E+01  6.583377713E-02  4.662368670E+02 
        33  8.528608680E-01 -7.921404392E-02  2.388069081E-01  2.496303365E-03  1.767889844E+01 -6.379168083E-02  1.767878335E+01  6.841259068E-02  4.845001051E+02 
        34  8.613657951E-01 -7.924035192E-02  2.379273868E-01  2.477953084E-03  1.754894118E+01 -4.500280426E-02  1.754888347E+01  7.113026410E-02  5.037467532E+02 
        35  8.696498275E-01 -7.925739884E-02  2.370043324E-01  2.458761173E-03  1.741302346E+01 -2.678296427E-02  1.741300286E+01  7.399394312E-02  5.240274175E+02 
        36  8.777079582E-01 -7.926578820E-02  2.360319695E-01  2.438619867E-03  1.727038210E+01 -9.153569134E-03  1.727037968E+01  7.700980826E-02  5.453858687E+02 
        37  8.855351806E-01 -7.926612347E-02  2.350386366E-01  2.418125074E-03  1.712523734E+01  7.862184653E-03  1.712523554E+01  8.018231577E-02  5.678536660E+02 
        38  8.931267858E-01 -7.925901562E-02  2.339915242E-01  2.396622963E-03  1.697295872E+01  2.424429361E-02  1.697294140E+01  8.351625367E-02  5.914647184E+02 
        39  9.004781246E-01 -7.924509048E-02  2.328932453E-01  2.374181501E-03  1.681402758E+01  3.996633051E-02  1.681398008E+01  8.701796957E-02  6.162639798E+02 
        40  9.075846672E-01 -7.922495902E-02  2.317389029E-01  2.350716236E-03  1.664784584E+01  5.500020889E-02  1.664775499E+01  9.069393897E-02  6.422973100E+02 
        41  9.144421220E-01 -7.919926196E-02  2.305290682E-01  2.326231696E-03  1.647444557E+01  6.931847647E-02  1.647429973E+01  9.455030502E-02  6.696082149E+02 
        42  9.210461974E-01 -7.916862518E-02  2.292540504E-01  2.300563720E-03  1.629266416E+01  8.288839847E-02  1.629245331E+01  9.859370541E-02  6.982437028E+02 
        43  9.273930192E-01 -7.913368195E-02  2.279138669E-01  2.273745990E-03  1.610274016E+01  9.568248099E-02  1.610245588E+01  1.028304820E-01  7.282486867E+02 
        44  9.334785342E-01 -7.909505069E-02  2.265002779E-01  2.245627732E-03  1.590360577E+01  1.076666714E-01  1.590324132E+01  1.072666475E-01  7.596657496E+02 
        45  9.392991066E-01 -7.905337214E-02  2.249967328E-01  2.215910767E-03  1.569314930E+01  1.187973926E-01  1.569269964E+01  1.119082676E-01  7.925378480E+02 
        46  9.448511600E-01 -7.900925726E-02  2.234076937E-01  2.184728876E-03  1.547231818E+01  1.290520413E-01  1.547177997E+01  1.167611413E-01  8.269060514E+02 
        47  9.501312375E-01 -7.896330953E-02  2.217259449E-01  2.151965294E-03  1.524028546E+01  1.383979974E-01  1.523965705E+01  1.218300274E-01  8.628040610E+02 
        48  9.551361203E-01 -7.891613245E-02  2.199310577E-01  2.117256794E-03  1.499447878E+01  1.467859365E-01  1.499376029E+01  1.271182923E-01  9.002557184E+02 
        49  9.598628283E-01 -7.886831462E-02  2.180270485E-01  2.080748204E-03  1.473592380E+01  1.542010540E-01  1.473511698E+01  1.326284518E-01  9.392788402E+02 
        50  9.643082619E-01 -7.882040739E-02  2.159945251E-01  2.042126749E-03  1.446240545E+01  1.605994260E-01  1.446151373E+01  1.383598455E-01  9.798687495E+02 
        51  9.684699178E-01 -7.877298445E-02  2.138250945E-01  2.001312244E-03  1.417335585E+01  1.659555066E-01  1.417238423E+01  1.443078851E-01  1.021992952E+03 
        52  9.723450541E-01 -7.872654498E-02  2.115036495E-01  1.958094779E-03  1.386728841E+01  1.702365773E-01  1.386624345E+01  1.504697880E-01  1.065631741E+03 
        53  9.759313464E-01 -7.868160307E-02  2.090077689E-01  1.912156920E-03  1.354195506E+01  1.734023768E-01  1.354084482E+01  1.568301724E-01  1.110676182E+03 
        54  9.792266488E-01 -7.863863558E-02  2.063435421E-01  1.863721947E-03  1.319893707E+01  1.754656334E-01  1.319777070E+01  1.633951545E-01  1.157169590E+03 
        55  9.822288156E-01 -7.859808207E-02  2.034355916E-01  1.811556844E-03  1.282950218E+01  1.763069483E-01  1.282829069E+01  1.701110910E-01  1.204732063E+03 
        56  9.849361181E-01 -7.856035233E-02  2.003115141E-01  1.756340338E-03  1.243845716E+01  1.759911408E-01  1.243721205E+01  1.770575530E-01  1.253927123E+03 
        57  9.873468280E-01 -7.852583379E-02  1.967835588E-01  1.695024820E-03  1.200421875E+01  1.742162309E-01  1.200295449E+01  1.840171848E-01  1.303215453E+03 
        58  9.894594550E-01 -7.849485427E-02  1.930707973E-01  1.631676160E-03  1.155558156E+01  1.714078384E-01  1.155431021E+01  1.913936777E-01  1.355456006E+03 
        59  9.912726879E-01 -7.846771926E-02  1.882293670E-01  1.550872007E-03  1.098332402E+01  1.659519493E-01  1.098207023E+01  1.983131195E-01  1.404459710E+03 
        60  9.927853942E-01 -7.844470441E-02  1.837957915E-01  1.478675996E-03  1.047202961E+01  1.606470067E-01  1.047079733E+01  2.065374651E-01  1.462704782E+03 
        61  9.939967394E-01 -7.842602581E-02  1.759583156E-01  1.355273367E-03  9.598088337E+00  1.490215430E-01  9.596931400E+00  2.123523463E-01  1.503885952E+03 
        62  9.949058890E-01 -7.841185480E-02  1.770831933E-01  1.372657125E-03  9.721200655E+00  1.522900948E-01  9.720007711E+00  2.213748228E-01  1.567783413E+03 
        63  9.955123067E-01 -7.840233296E-02  1.857738354E-01  1.510677284E-03  1.069866373E+01  1.686004684E-01  1.069733516E+01  2.197969708E-01  1.556609016E+03 
        64  9.958155751E-01 -7.839754224E-02  2.553605833E-01  2.854361059E-03  2.021467422E+01  3.195079806E-01  2.021214903E+01  2.209280202E-01  1.564619143E+03 
        65  1.349694794E-03  2.522310056E-02  6.128196405E-01  1.654982968E-02  1.172064110E+02  1.171785287E+02  2.556401691E+00 -1.132980195E+00 -8.023801149E+03 
        66  1.460761297E-03  2.339892834E-02  5.572368443E-01  1.367806204E-02  9.686846280E+01  9.589251772E+01 -1.371583506E+01 -5.057671773E-01 -3.581858955E+03 
        67  1.873171888E-03  2.156268992E-02  4.866405005E-01  1.042201262E-02  7.380901909E+01  7.058585250E+01 -2.157333367E+01  4.455262176E-02  3.155230596E+02 
        68  2.586612012E-03  1.971486211E-02  4.085720449E-01  7.338025511E-03  5.196812598E+01  4.710341504E+01 -2.195346008E+01  4.529926957E-01  3.208108427E+03 
        69  3.600595752E-03  1.785602421E-02  3.303389532E-01  4.791842214E-03  3.393597630E+01  2.878462054E+01 -1.797487436E+01  7.267954373E-01  5.147187999E+03 
        70  4.914465360E-03  1.598685049E-02  2.523093129E-01  2.793029977E-03  1.978032558E+01  1.558964115E+01 -1.217474307E+01  8.927100477E-01  6.322200455E+03 
        71  6.527392659E-03  1.410811301E-02  1.731476663E-01  1.314518029E-03  9.309457763E+00  6.797678364E+00 -6.360626754E+00  9.764620954E-01  6.915335074E+03 
