"rf_coeffs"
"Iteration" "cd etc.."
("Iteration" "cd" "cl")
1 3.229383470045054 7.050609205463058
2 0.7352436326018774 2.500206627951619
3 0.4874832337375611 0.7217402674898372
4 -0.01207736234354844 -0.02450744332796905
5 0.1831042695372849 -0.2642531589500253
6 -0.04507625098038319 -0.1021307287500279
7 0.1404133593224174 0.04311679417395064
8 -0.00791718729053755 0.2064703336625381
9 0.1213174107066505 0.2138065009041965
10 0.02107479116037075 0.301177841348562
11 0.09880114992285659 0.2706543186186687
12 0.04051118297558234 0.3235582614548723
13 0.07459504887166162 0.2577690098301836
14 0.04701739257349061 0.3253262755857991
15 0.05661589064205095 0.2534140508378193
16 0.05661591310609746 0.3540653904725357
17 0.04541518173254008 0.2794592099826806
18 0.05683404348157912 0.3556268678690605
19 0.04215673952451286 0.2913606806876177
20 0.05636249560853349 0.3885698224540726
21 0.04364381622438116 0.322835373852893
22 0.05013105071208194 0.3806399786132491
23 0.04347134552336927 0.3263623142372714
24 0.04134737350782303 0.3351387958696637
25 0.04685070764285738 0.3686795843671609
26 0.03557009448612361 0.3142960638153898
27 0.04860758919347316 0.3860867994950889
28 0.0374838206028416 0.3475836914229316
29 0.04927224539475485 0.4254042767547497
30 0.04281106808693062 0.3878874865163307
31 0.04263838597078586 0.3957717272979188
32 0.04871675523989803 0.4418567208492799
33 0.03380611613188218 0.360368039231102
34 0.0516027184715322 0.4663054732303895
35 0.03654044927785054 0.3822006185825886
36 0.0433561672740238 0.4293004169993818
37 0.03537989719160274 0.38690011892287
38 0.03759925519998423 0.4091490241169376
39 0.03865851769984485 0.4162075569426689
40 0.03845764799514713 0.4213772984499215
41 0.04067531870038062 0.4413962529854573
42 0.03743487628039154 0.4281215230334041
43 0.04060259742284508 0.4484243513611389
44 0.03813551752966326 0.439254959215843
45 0.03851939210231972 0.4453594276562426
46 0.03685927453138181 0.4458619646051227
47 0.03604436213769557 0.4412989665514107
48 0.03767303260354168 0.4556120223954163
49 0.03542395246523666 0.4500958957990021
50 0.03700016515409357 0.4610378721353113
51 0.03509577187919055 0.4559389304725985
52 0.03569047999200362 0.4613928857341104
53 0.03549179602814668 0.4660906195550844
54 0.0348935102076376 0.4650330186869508
55 0.03466059353621712 0.4701726909378077
56 0.03445783189994597 0.4712749133699344
57 0.03460552329219624 0.477118204179743
58 0.03374498741164401 0.475131860179271
59 0.03395654902676138 0.4798257127291705
60 0.03337967879311794 0.4806241424236467
61 0.03333055681596027 0.4835896610976578
62 0.0334440020109343 0.4880127221651683
63 0.0329468520153266 0.4887916122955612
64 0.03303430410723093 0.4920080669091495
65 0.03269608315868865 0.4945644141497078
66 0.03222423133820786 0.49341852378372
67 0.03235019130049308 0.4990489255565141
68 0.03195364475803079 0.4987029277276029
69 0.03204946505329537 0.5032814825184139
70 0.03179993132847123 0.5046088294547451
71 0.03170429044494671 0.5067687632565719
72 0.03165928281491941 0.5100798129368463
73 0.03138142921431426 0.5106887671360468
74 0.03133412885019892 0.5142716133728108
75 0.03108823884319342 0.5150916224191321
76 0.03108359151198092 0.5186298009330833
77 0.03087684337385323 0.5196133480167232
78 0.03078744605581973 0.5223538516619934
79 0.03074075839261019 0.5244180952665997
80 0.03054456129041553 0.5261379835354769
81 0.03044127493961846 0.528413735451294
82 0.03032664887590944 0.5302039246392278
83 0.03030946837663591 0.5328329755111633
84 0.03010681040895003 0.534231305327167
85 0.03011072978986017 0.5365278964985595
86 0.02993297357499014 0.5383724777726855
87 0.02988523628017612 0.540274516370528
88 0.02978842046901634 0.5423121518072138
89 0.02965636954113845 0.5437716304490509
90 0.02962688402877602 0.5458314011901775
91 0.02946246249182281 0.5472344440324829
92 0.02945533938788479 0.5492893121387211
93 0.02931913123564404 0.550810933919186
94 0.02926205929577149 0.5525985144397528
95 0.0292128257130042 0.5544482810134693
96 0.02902046324278682 0.5553314615720335
97 0.02912417430655338 0.5579891612526797
98 0.02886713393474435 0.5585230203585192
99 0.0289280653888335 0.5607333391042757
100 0.0287833894974162 0.5618570616212339
101 0.02874009443194602 0.563424174313369
102 0.02868546338119122 0.5649527195373844
103 0.02853275122338795 0.5659338364388383
104 0.0285734026054952 0.5678237175821493
105 0.02838225117348137 0.5685653862484839
106 0.02841639652480488 0.5703343364405784
107 0.02829085883733556 0.5714038780288085
108 0.02823647827080562 0.5725515919755733
109 0.02820114652424251 0.5739910371289467
110 0.02806297368103424 0.5747960799747558
111 0.02811216692416964 0.5764505826897488
112 0.02793058890596903 0.577037143574661
113 0.02797661006822711 0.5785947146247272
114 0.02782942119489879 0.5793263696444281
115 0.02781991935446723 0.580506861076273
116 0.02775804751401842 0.5815805668000739
117 0.02765966470466789 0.5823263864101947
118 0.02768098732356758 0.5836862962842224
119 0.02752625548047893 0.5841850067853467
120 0.0275770869830532 0.5855415028259164
121 0.02743080582472709 0.5860781326617005
122 0.02744765234116574 0.5871723533836551
123 0.0273715846974362 0.5880303961732556
124 0.02730417418409977 0.5886519415610432
125 0.0273002765800721 0.5897401887453358
126 0.02718397249635022 0.5901891159174252
127 0.02722387246873545 0.5913544389287276
128 0.02709612974276785 0.5917502904157048
129 0.02711999165499689 0.5927432718621767
130 0.02703244347362254 0.5933198072624462
131 0.02700291825390861 0.5939740286418973
132 0.02698369987298344 0.5948441550610261
133 0.02689118036741459 0.5952039005566035
134 0.02692434018477487 0.5961852135123599
135 0.02680715240228235 0.5964765318041102
136 0.02685014049922711 0.5973951285912278
137 0.02675109432532255 0.5977726284474342
138 0.02675783158197208 0.5984962339532717
139 0.02671515672982973 0.5990590307759718
140 0.02666648191485606 0.599515827965947
141 0.02666561155736495 0.6001902821247773
142 0.02659332819281805 0.6005460384278332
143 0.02660981547623716 0.6012620269527831
144 0.02653766669763345 0.6015809844324521
145 0.02654523787814239 0.6022317970916894
