cellnumber     x-coordinate     y-coordinate           y-plus skin-friction-coef       wall-shear     y-wall-shear     x-wall-shear pressure-coefficient         pressure 
         1  4.748913944E-01 -1.330736727E-01  2.309209288E-01  2.334103876E-03  1.653019659E+01 -4.092864992E+00  1.601548799E+01  3.847255715E-01  2.724638520E+03 
         2  4.868239462E-01 -1.361023337E-01  2.316478343E-01  2.348938390E-03  1.663525508E+01 -4.066123262E+00  1.613066500E+01  3.762095049E-01  2.664327470E+03 
         3  4.987586439E-01 -1.390907466E-01  2.323753145E-01  2.363664038E-03  1.673954258E+01 -4.040366201E+00  1.624462147E+01  3.679691246E-01  2.605968839E+03 
         4  5.106877685E-01 -1.420384943E-01  2.330454177E-01  2.377248836E-03  1.683575054E+01 -4.013804611E+00  1.635028651E+01  3.599951042E-01  2.549496578E+03 
         5  5.226037502E-01 -1.449451596E-01  2.336623162E-01  2.389833401E-03  1.692487483E+01 -3.986688474E+00  1.644863833E+01  3.522498481E-01  2.494644432E+03 
         6  5.344988108E-01 -1.478103399E-01  2.342163554E-01  2.401154764E-03  1.700505308E+01 -3.958584831E+00  1.653787883E+01  3.447484010E-01  2.441518949E+03 
         7  5.463654995E-01 -1.506336033E-01  2.348549121E-01  2.414357849E-03  1.709855773E+01 -3.934631350E+00  1.663969208E+01  3.374768775E-01  2.390021793E+03 
         8  5.581961274E-01 -1.534145027E-01  2.353440102E-01  2.424516641E-03  1.717050262E+01 -3.906724428E+00  1.672015743E+01  3.304435661E-01  2.340211661E+03 
         9  5.699831843E-01 -1.561526060E-01  2.358410788E-01  2.434713220E-03  1.724271511E+01 -3.879879573E+00  1.680052853E+01  3.235777289E-01  2.291587588E+03 
        10  5.817191601E-01 -1.588474959E-01  2.363811212E-01  2.445921752E-03  1.732209428E+01 -3.855567072E+00  1.688755615E+01  3.169225183E-01  2.244455178E+03 
        11  5.933965445E-01 -1.614986956E-01  2.368158501E-01  2.454886272E-03  1.738558129E+01 -3.828596471E+00  1.695878197E+01  3.104660329E-01  2.198730147E+03 
        12  6.050079465E-01 -1.641057581E-01  2.372880835E-01  2.464561616E-03  1.745410238E+01 -3.803578484E+00  1.703462593E+01  3.041835192E-01  2.154237189E+03 
        13  6.165459752E-01 -1.666681916E-01  2.377199901E-01  2.473555737E-03  1.751779903E+01 -3.778292338E+00  1.710549005E+01  2.980884006E-01  2.111071368E+03 
        14  6.280032992E-01 -1.691855788E-01  2.381227208E-01  2.482030285E-03  1.757781604E+01 -3.752956104E+00  1.717250527E+01  2.921607110E-01  2.069091285E+03 
        15  6.393726468E-01 -1.716574132E-01  2.385365616E-01  2.490671915E-03  1.763901634E+01 -3.728564920E+00  1.724043796E+01  2.863729816E-01  2.028102405E+03 
        16  6.506469250E-01 -1.740832180E-01  2.389402725E-01  2.499137768E-03  1.769897177E+01 -3.704549179E+00  1.730693263E+01  2.807582803E-01  1.988338915E+03 
        17  6.618188620E-01 -1.764625460E-01  2.392303215E-01  2.505160668E-03  1.774162614E+01 -3.677536240E+00  1.735629641E+01  2.752907711E-01  1.949617844E+03 
        18  6.728814840E-01 -1.787948906E-01  2.396764139E-01  2.514516271E-03  1.780788281E+01 -3.655978518E+00  1.742855448E+01  2.699782827E-01  1.911994635E+03 
        19  6.838277578E-01 -1.810798347E-01  2.399460689E-01  2.520262451E-03  1.784857744E+01 -3.629692556E+00  1.747561297E+01  2.648169780E-01  1.875442114E+03 
        20  6.946508288E-01 -1.833168864E-01  2.402730940E-01  2.527175901E-03  1.789753870E+01 -3.605598362E+00  1.753058904E+01  2.597983131E-01  1.839899772E+03 
        21  7.053437829E-01 -1.855056137E-01  2.405831109E-01  2.533695097E-03  1.794370786E+01 -3.581401875E+00  1.758266795E+01  2.548923711E-01  1.805155737E+03 
        22  7.158999443E-01 -1.876455694E-01  2.408667832E-01  2.539596165E-03  1.798549940E+01 -3.556769178E+00  1.763030294E+01  2.501267711E-01  1.771405609E+03 
