cellnumber     x-coordinate     y-coordinate           y-plus skin-friction-coef       wall-shear     y-wall-shear     x-wall-shear pressure-coefficient         pressure 
         1  4.756723642E-01 -1.288445443E-01  2.258503209E-01  2.232741735E-03  1.581234674E+01 -4.047024908E+00  1.528567627E+01  4.105805873E-01  2.907744550E+03 
         2  4.875805676E-01 -1.319765300E-01  2.266951604E-01  2.249489453E-03  1.593095460E+01 -4.026982714E+00  1.541358897E+01  4.016891139E-01  2.844774858E+03 
         3  4.994912446E-01 -1.350682676E-01  2.274901828E-01  2.265339878E-03  1.604320781E+01 -4.006358278E+00  1.553491584E+01  3.930636053E-01  2.783688736E+03 
         4  5.113967061E-01 -1.381193101E-01  2.282106533E-01  2.279738824E-03  1.614518159E+01 -3.984194846E+00  1.564586463E+01  3.847011118E-01  2.724465296E+03 
         5  5.232893825E-01 -1.411291510E-01  2.289156382E-01  2.293858836E-03  1.624517996E+01 -3.962557467E+00  1.575449175E+01  3.765711941E-01  2.666888965E+03 
         6  5.351614952E-01 -1.440973282E-01  2.296137859E-01  2.307845193E-03  1.634423178E+01 -3.941658377E+00  1.586181710E+01  3.686663032E-01  2.610906280E+03 
         7  5.470055342E-01 -1.470233202E-01  2.302685599E-01  2.321080255E-03  1.643796290E+01 -3.920408810E+00  1.596361548E+01  3.609860031E-01  2.556514155E+03 
         8  5.588139296E-01 -1.499066651E-01  2.309274412E-01  2.334315756E-03  1.653169713E+01 -3.900051859E+00  1.606507409E+01  3.535241732E-01  2.503669242E+03 
         9  5.705791116E-01 -1.527468413E-01  2.314701978E-01  2.345234344E-03  1.660902291E+01 -3.876702130E+00  1.615025767E+01  3.462619451E-01  2.452237916E+03 
        10  5.822935104E-01 -1.555433422E-01  2.320792246E-01  2.357645687E-03  1.669692043E+01 -3.856655729E+00  1.624541038E+01  3.391748281E-01  2.402046732E+03 
        11  5.939497948E-01 -1.582956463E-01  2.326030175E-01  2.368240277E-03  1.677195165E+01 -3.834421775E+00  1.632775465E+01  3.322718044E-01  2.353159303E+03 
        12  6.055403352E-01 -1.610032469E-01  2.331846632E-01  2.380195504E-03  1.685661894E+01 -3.815127404E+00  1.641920842E+01  3.255489534E-01  2.305547861E+03 
        13  6.170579195E-01 -1.636655927E-01  2.336640856E-01  2.390100313E-03  1.692676511E+01 -3.793238662E+00  1.649626374E+01  3.190041169E-01  2.259197125E+03 
        14  6.284952760E-01 -1.662821919E-01  2.341907321E-01  2.400792951E-03  1.700249070E+01 -3.773258832E+00  1.657851645E+01  3.126131501E-01  2.213936098E+03 
        15  6.398449540E-01 -1.688524634E-01  2.346669705E-01  2.410421784E-03  1.707068240E+01 -3.752217202E+00  1.665319980E+01  3.063646357E-01  2.169683924E+03 
        16  6.510999203E-01 -1.713759005E-01  2.351090732E-01  2.419505784E-03  1.713501557E+01 -3.730911357E+00  1.672390681E+01  3.002592050E-01  2.126445073E+03 
        17  6.622529030E-01 -1.738519520E-01  2.355893581E-01  2.429536603E-03  1.720605415E+01 -3.711594820E+00  1.680096316E+01  2.943046756E-01  2.084274909E+03 
        18  6.732970476E-01 -1.762800962E-01  2.360214852E-01  2.438422881E-03  1.726898704E+01 -3.691016233E+00  1.686992331E+01  2.884801039E-01  2.043025111E+03 
        19  6.842251420E-01 -1.786598116E-01  2.364644429E-01  2.447626565E-03  1.733416782E+01 -3.671373513E+00  1.694090879E+01  2.827968425E-01  2.002776076E+03 
        20  6.950305104E-01 -1.809905767E-01  2.368677142E-01  2.455951886E-03  1.739312801E+01 -3.650835975E+00  1.700565490E+01  2.772306271E-01  1.963355965E+03 
        21  7.057061195E-01 -1.832718998E-01  2.372628198E-01  2.463951810E-03  1.744978371E+01 -3.630217105E+00  1.706799565E+01  2.718055035E-01  1.924935069E+03 
        22  7.162453532E-01 -1.855032742E-01  2.376853852E-01  2.472767776E-03  1.751221866E+01 -3.611162924E+00  1.713584853E+01  2.664606528E-01  1.887082670E+03 
        23  7.266414762E-01 -1.876842231E-01  2.380753588E-01  2.480975534E-03  1.757034626E+01 -3.591550501E+00  1.719935559E+01  2.612371661E-01  1.850089774E+03 
        24  7.368879914E-01 -1.898143142E-01  2.384379424E-01  2.488556138E-03  1.762403234E+01 -3.571349867E+00  1.725838857E+01  2.561251419E-01  1.813886259E+03 
        25  7.469784021E-01 -1.918930858E-01  2.387952482E-01  2.495995925E-03  1.767672114E+01 -3.551254202E+00  1.731632363E+01  2.511205522E-01  1.778443598E+03 
        26  7.569063306E-01 -1.939201504E-01  2.391463831E-01  2.503403015E-03  1.772917838E+01 -3.531402943E+00  1.737391606E+01  2.462138851E-01  1.743694429E+03 
        27  7.666654587E-01 -1.958951056E-01  2.395058583E-01  2.510980893E-03  1.778284515E+01 -3.512067052E+00  1.743258348E+01  2.414039559E-01  1.709630359E+03 
        28  7.762496471E-01 -1.978176087E-01  2.398605160E-01  2.518402856E-03  1.783540773E+01 -3.492777855E+00  1.749006208E+01  2.366828659E-01  1.676195452E+03 
        29  7.856528759E-01 -1.996873468E-01  2.401729594E-01  2.525036412E-03  1.788238678E+01 -3.472664085E+00  1.754196001E+01  2.320421781E-01  1.643329956E+03 
        30  7.948691249E-01 -2.015040219E-01  2.405127599E-01  2.532240953E-03  1.793340956E+01 -3.453605063E+00  1.759772118E+01  2.274811128E-01  1.611028349E+03 
        31  8.038924932E-01 -2.032673806E-01  2.407793683E-01  2.537719513E-03  1.797220889E+01 -3.432476030E+00  1.764138319E+01  2.229730444E-01  1.579102068E+03 
        32  8.127173781E-01 -2.049772143E-01  2.412015135E-01  2.546603021E-03  1.803512218E+01 -3.416223542E+00  1.770861510E+01  2.185226906E-01  1.547584524E+03 
        33  8.213381171E-01 -2.066333145E-01  2.414970045E-01  2.552915336E-03  1.807982619E+01 -3.396792751E+00  1.775786907E+01  2.141531718E-01  1.516639455E+03 
        34  8.297491074E-01 -2.082355618E-01  2.418380332E-01  2.560031970E-03  1.813022641E+01 -3.378736039E+00  1.781261498E+01  2.098023786E-01  1.485827001E+03 
        35  8.379451632E-01 -2.097838372E-01  2.421810208E-01  2.567268818E-03  1.818147800E+01 -3.361148681E+00  1.786809508E+01  2.054934615E-01  1.455311116E+03 
        36  8.459209204E-01 -2.112780660E-01  2.425308221E-01  2.574755375E-03  1.823449803E+01 -3.344215625E+00  1.792520963E+01  2.011987590E-01  1.424895899E+03 
        37  8.536712527E-01 -2.127182484E-01  2.428874053E-01  2.582410380E-03  1.828871101E+01 -3.327847932E+00  1.798339175E+01  1.969033480E-01  1.394475663E+03 
        38  8.611912727E-01 -2.141043395E-01  2.432714782E-01  2.590446233E-03  1.834562117E+01 -3.312339130E+00  1.804411887E+01  1.925875767E-01  1.363911237E+03 
        39  8.684760332E-01 -2.154364139E-01  2.436733663E-01  2.598971814E-03  1.840599961E+01 -3.297846891E+00  1.810814809E+01  1.882310380E-01  1.333058093E+03 
        40  8.755209446E-01 -2.167145312E-01  2.441063252E-01  2.608430839E-03  1.847298872E+01 -3.284947890E+00  1.817857061E+01  1.837993061E-01  1.301672429E+03 
        41  8.823214173E-01 -2.179387957E-01  2.446044581E-01  2.619088081E-03  1.854846364E+01 -3.273982967E+00  1.825723251E+01  1.792723731E-01  1.269612549E+03 
        42  8.888729811E-01 -2.191093564E-01  2.451773262E-01  2.631203851E-03  1.863426790E+01 -3.265281730E+00  1.834594983E+01  1.746028924E-01  1.236543140E+03 
        43  8.951714635E-01 -2.202263623E-01  2.458080986E-01  2.644718638E-03  1.872998004E+01 -3.258773395E+00  1.844430937E+01  1.697496061E-01  1.202172015E+03 
        44  9.012127519E-01 -2.212900221E-01  2.465255104E-01  2.660216512E-03  1.883973647E+01 -3.255181671E+00  1.855638603E+01  1.646629253E-01  1.166147982E+03 
        45  9.069929123E-01 -2.223005444E-01  2.473374803E-01  2.677864055E-03  1.896471692E+01 -3.254707051E+00  1.868334472E+01  1.592775304E-01  1.128008447E+03 
        46  9.125080705E-01 -2.232581526E-01  2.483113886E-01  2.699082660E-03  1.911498774E+01 -3.259065617E+00  1.883510679E+01  1.535240048E-01  1.087261800E+03 
        47  9.177547097E-01 -2.241631001E-01  2.494457453E-01  2.723718655E-03  1.928946063E+01 -3.268044753E+00  1.901060690E+01  1.473136800E-01  1.043280085E+03 
        48  9.227293730E-01 -2.250156850E-01  2.507802573E-01  2.752895826E-03  1.949609427E+01 -3.282969484E+00  1.921769505E+01  1.405501267E-01  9.953803898E+02 
        49  9.274287820E-01 -2.258161455E-01  2.523670786E-01  2.787911801E-03  1.974407850E+01 -3.305345078E+00  1.946543936E+01  1.331069104E-01  9.426672994E+02 
        50  9.318497777E-01 -2.265647799E-01  2.542513102E-01  2.829711954E-03  2.004010848E+01 -3.336239898E+00  1.976045170E+01  1.248563705E-01  8.842367177E+02 
        51  9.359894991E-01 -2.272618711E-01  2.565136038E-01  2.880252817E-03  2.039804046E+01 -3.377897750E+00  2.011640777E+01  1.156378499E-01  8.189508669E+02 
        52  9.398452044E-01 -2.279077023E-01  2.592142410E-01  2.941124445E-03  2.082913523E+01 -3.432105977E+00  2.054442803E+01  1.052769264E-01  7.455744826E+02 
        53  9.434142113E-01 -2.285025865E-01  2.624041410E-01  3.013931879E-03  2.134475975E+01 -3.500655474E+00  2.105573984E+01  9.358890274E-02  6.627995338E+02 
        54  9.466943741E-01 -2.290467471E-01  2.661696324E-01  3.101154822E-03  2.196247536E+01 -3.586342013E+00  2.166768273E+01  8.039205969E-02  5.693390790E+02 
        55  9.496833086E-01 -2.295405120E-01  2.705310473E-01  3.203639247E-03  2.268827326E+01 -3.690064836E+00  2.238618246E+01  6.554114973E-02  4.641644705E+02 
        56  9.523790479E-01 -2.299840897E-01  2.754985062E-01  3.322332624E-03  2.352886347E+01 -3.812866020E+00  2.321786960E+01  4.901237786E-02  3.471071916E+02 
        57  9.547799230E-01 -2.303777337E-01  2.808661912E-01  3.452957185E-03  2.445395069E+01 -3.949832624E+00  2.413285160E+01  3.097980987E-02  2.193999816E+02 
        58  9.568842053E-01 -2.307216674E-01  2.862430482E-01  3.586387518E-03  2.539890848E+01 -4.090629571E+00  2.506733535E+01  1.211679553E-02  8.581152462E+01 
        59  9.586904645E-01 -2.310160846E-01  2.907116212E-01  3.699351033E-03  2.619891962E+01 -4.208955405E+00  2.585861720E+01 -6.271521325E-03 -4.441511001E+01 
        60  9.601975083E-01 -2.312611490E-01  2.925943336E-01  3.747443569E-03  2.653951246E+01 -4.254750463E+00  2.619623676E+01 -2.150064454E-02 -1.522682365E+02 
        61  9.614044428E-01 -2.314570248E-01  2.887647447E-01  3.649919457E-03  2.584884365E+01 -4.137049354E+00  2.551563327E+01 -3.003260290E-02 -2.126918323E+02 
        62  9.623103142E-01 -2.316038162E-01  2.753432371E-01  3.318593042E-03  2.350237963E+01 -3.756731667E+00  2.320018998E+01 -2.844200616E-02 -2.014271764E+02 
        63  9.629145861E-01 -2.317016274E-01  2.663281016E-01  3.104809046E-03  2.198835469E+01 -3.511739867E+00  2.170611492E+01 -1.829091806E-02 -1.295368533E+02 
        64  9.632168412E-01 -2.317505181E-01  3.287400601E-01  4.730353704E-03  3.350051276E+01 -5.348074302E+00  3.307087021E+01 -1.621689546E-02 -1.148485605E+02 
