"rf_coeffs"
"Iteration" "cd etc.."
("Iteration" "cd" "cl")
1 12.06594341756526 24.84825344716959
2 8.828095904186092 18.77345494710866
3 5.821080015325162 12.83992053138863
4 4.038187403488284 8.883576434238282
5 2.714946945179856 5.876480745829244
6 1.802351967812494 3.863779559672101
7 1.118231146668333 2.358069734445169
8 0.668374352517032 1.379626083090554
9 0.3591821636200543 0.7487420241281876
10 0.1874946895682719 0.4255803906246451
11 0.08236283048885176 0.2541539630647923
12 0.03158235280909687 0.1940163286052003
13 0.01343627583968295 0.2017347633751836
14 0.01566064398897862 0.2448630361074607
15 0.02963682245356823 0.3054546548642839
16 0.04886399541795263 0.3698099161326335
17 0.06932545238878583 0.431209838187892
18 0.08805734800316276 0.4839280209777434
19 0.1048113220308655 0.5297858702166364
20 0.1197538217652896 0.570491231427564
21 0.1324064585316734 0.6060765093040446
22 0.1420948681352411 0.6339318577255517
23 0.150640399422123 0.6600556111576192
24 0.1572267981133839 0.6823489191068467
25 0.1630173673034963 0.7036337782347289
26 0.1667563632703717 0.7205570181822846
27 0.1699771124922615 0.7369399890264391
28 0.1730995183922385 0.7536111025386387
29 0.1752378291963827 0.7679889594180012
30 0.1775362262438797 0.7834105007422759
31 0.1793025670669243 0.7967777993691763
32 0.1809685904163957 0.8101304886224975
33 0.1826305273912119 0.8234087873956798
34 0.1840750253478919 0.8357172671023495
35 0.185549453715712 0.8480370319393177
36 0.1869940815200357 0.8599092349459873
37 0.1884221048779364 0.8715308584587768
38 0.1894687167082345 0.8814037099511288
39 0.1907195106749316 0.8919786233246135
40 0.1919909003251495 0.9022442061411948
41 0.1931262832042521 0.9118161064391253
42 0.194455722875429 0.9219178289403711
43 0.1956594225287405 0.9312714638028379
44 0.1968453868042657 0.9404025724906649
45 0.1980303230002681 0.9495283109501077
46 0.1991635436113702 0.9582687137188599
47 0.2003388406502328 0.9670445056041169
48 0.2015097454009283 0.975655731795954
49 0.2025888937780251 0.9839575446568573
50 0.203707204152822 0.9922368962975324
51 0.2049024982257435 1.000648805036917
52 0.2060736564221612 1.008874674448365
53 0.2071635929730328 1.016852047006078
54 0.2082207370334302 1.02469000255558
55 0.2093513766272383 1.032675849479866
56 0.2104635444646485 1.04055148880962
57 0.2115313545354195 1.048248953398086
58 0.212568630932889 1.055887049598377
59 0.213664466133755 1.063607857594266
60 0.2146449137989357 1.070822941334653
61 0.2156647916165416 1.078266263678687
62 0.2166920949150445 1.085625989282085
63 0.2175650394642185 1.09263723996446
64 0.2183585981208941 1.099266955264082
65 0.2193388849587533 1.106566066367268
66 0.2202912673171808 1.11346200306665
67 0.221113202888639 1.120357566575158
68 0.2217611885630256 1.126452264392884
69 0.2225458220281909 1.1331369961528
70 0.2232646439883284 1.139273686438176
71 0.224047390882294 1.14584782842731
72 0.2246650719100708 1.15183876484609
73 0.2253775769461045 1.158145184320206
74 0.2259091468104361 1.164006675729929
75 0.2265453144786445 1.169954106860237
76 0.2271206444923103 1.175889364816286
77 0.2276873190320696 1.18173866034993
78 0.2281140926164791 1.187142285962504
79 0.2284616658787745 1.192450690012309
80 0.2289949105930666 1.198181742277907
81 0.2293051214548395 1.203210635375586
82 0.2297183270233191 1.208689392681418
83 0.2300319370552787 1.213858694595369
84 0.2304962061678659 1.219325293192391
85 0.2307297982191352 1.224206830039404
86 0.2310444773635802 1.229339634348627
87 0.2313670622494774 1.234430077700415
88 0.2316126751345364 1.239370174129617
89 0.2317329287807588 1.24392788280313
90 0.2319814254170477 1.248932703014761
91 0.2321089804162954 1.253652845055666
92 0.2322189121785548 1.25824385667421
93 0.2323642029464496 1.263054063710567
94 0.2323969763694781 1.267310134699144
95 0.2323956794000464 1.271677660660678
96 0.2324179402715279 1.276097625224778
97 0.2324378468774458 1.280509143843906
98 0.2324048180988722 1.284760916025385
99 0.2324534187383248 1.289248149541701
100 0.2324466545137371 1.29355913145985
101 0.2323951416816238 1.297791726555096
102 0.2322883939978654 1.301898350111243
103 0.2322056332698277 1.305998770375923
104 0.2321440905447294 1.310233305412858
105 0.231969550905381 1.314097497673268
106 0.2318261171757167 1.318147656930598
107 0.2315999782582764 1.321902556655754
108 0.2315207306135299 1.326179384531858
109 0.2313043481877958 1.329892688479277
110 0.2311623884275067 1.333922070377543
111 0.230948162558795 1.337794679428934
112 0.2306716518376818 1.341331307359487
113 0.2304716046021845 1.345196650219885
114 0.2301692138336559 1.348824671193491
115 0.2298960775794334 1.352343088288293
116 0.2296828419815694 1.356134857126696
117 0.2294182838291252 1.359740327722466
118 0.2291225692995292 1.3633039233128
119 0.2287967005421493 1.366668136131742
120 0.2286043957544346 1.370394844304655
121 0.2283110059977452 1.373809200370071
122 0.2279708039813692 1.377133742334175
123 0.227579760457953 1.380385852490422
124 0.2273665357783404 1.383990463926512
125 0.2269747625262089 1.387147062293069
126 0.2267702104601133 1.390683813762898
127 0.2264435971124894 1.393945136902779
128 0.2261148252090142 1.397143395353416
129 0.2258004572082582 1.400376051342311
130 0.2254465836862304 1.403505370407539
