cellnumber     x-coordinate     y-coordinate           y-plus skin-friction-coef       wall-shear     y-wall-shear     x-wall-shear pressure-coefficient         pressure 
         1  4.807998538E-01 -1.129215881E-01  2.165512577E-01  2.052678093E-03  1.453713040E+01 -4.049673415E+00  1.396167273E+01  4.775389546E-01  3.381945799E+03 
         2  4.926180840E-01 -1.163327396E-01  2.175743128E-01  2.072150780E-03  1.467503658E+01 -4.051109944E+00  1.410479375E+01  4.682519400E-01  3.316174872E+03 
         3  5.044364333E-01 -1.197109744E-01  2.186117543E-01  2.091947480E-03  1.481523743E+01 -4.053766324E+00  1.424985048E+01  4.591809343E-01  3.251933726E+03 
         4  5.162473321E-01 -1.230553463E-01  2.195963269E-01  2.110810768E-03  1.494882782E+01 -4.055184896E+00  1.438829138E+01  4.503392799E-01  3.189316853E+03 
         5  5.280433893E-01 -1.263649315E-01  2.205563510E-01  2.129305743E-03  1.507980981E+01 -4.056460622E+00  1.452397298E+01  4.417050273E-01  3.128168807E+03 
         6  5.398170352E-01 -1.296387911E-01  2.214359263E-01  2.146285409E-03  1.520006034E+01 -4.055413644E+00  1.464907691E+01  4.332832602E-01  3.068525589E+03 
         7  5.515607595E-01 -1.328759938E-01  2.223339909E-01  2.163658824E-03  1.532309940E+01 -4.055659987E+00  1.477663688E+01  4.250640526E-01  3.010316904E+03 
         8  5.632672906E-01 -1.360756010E-01  2.231951397E-01  2.180518168E-03  1.544249780E+01 -4.055459721E+00  1.490046928E+01  4.170171827E-01  2.953328720E+03 
         9  5.749290586E-01 -1.392366588E-01  2.239991000E-01  2.196272437E-03  1.555407004E+01 -4.053709665E+00  1.501654197E+01  4.091561489E-01  2.897656633E+03 
        10  5.865387321E-01 -1.423582435E-01  2.247727113E-01  2.211407691E-03  1.566125837E+01 -4.051310912E+00  1.512818210E+01  4.014709317E-01  2.843229684E+03 
        11  5.980890393E-01 -1.454394013E-01  2.253809303E-01  2.223415828E-03  1.574630037E+01 -4.043690435E+00  1.521823062E+01  3.939561529E-01  2.790009786E+03 
        12  6.095726490E-01 -1.484791487E-01  2.262519379E-01  2.240582847E-03  1.586787774E+01 -4.045895192E+00  1.534341149E+01  3.866109503E-01  2.737990832E+03 
        13  6.209822893E-01 -1.514765769E-01  2.270328788E-01  2.256092602E-03  1.597771831E+01 -4.045468781E+00  1.545709108E+01  3.793886307E-01  2.686842138E+03 
        14  6.323108673E-01 -1.544307172E-01  2.277007875E-01  2.269555123E-03  1.607306031E+01 -4.041744067E+00  1.555659257E+01  3.723415136E-01  2.636934235E+03 
        15  6.435511708E-01 -1.573406160E-01  2.284027294E-01  2.283665618E-03  1.617299127E+01 -4.039528608E+00  1.566039129E+01  3.654310036E-01  2.587993787E+03 
        16  6.546962261E-01 -1.602053493E-01  2.289270121E-01  2.293984587E-03  1.624607053E+01 -4.030963852E+00  1.573804747E+01  3.586666851E-01  2.540088672E+03 
        17  6.657388806E-01 -1.630239636E-01  2.297398024E-01  2.310197384E-03  1.636089007E+01 -4.033056161E+00  1.585601406E+01  3.520173898E-01  2.492998155E+03 
        18  6.766723990E-01 -1.657955199E-01  2.303458188E-01  2.322572856E-03  1.644853355E+01 -4.028694516E+00  1.594753512E+01  3.455154654E-01  2.446951323E+03 
        19  6.874898076E-01 -1.685191095E-01  2.309595816E-01  2.334979954E-03  1.653640100E+01 -4.024646389E+00  1.603916393E+01  3.391146217E-01  2.401620348E+03 
        20  6.981843710E-01 -1.711938381E-01  2.315528846E-01  2.346963954E-03  1.662127206E+01 -4.020104359E+00  1.612778490E+01  3.328445315E-01  2.357215373E+03 
        21  7.087492943E-01 -1.738187671E-01  2.321677075E-01  2.359493349E-03  1.671000563E+01 -4.016704971E+00  1.622006071E+01  3.266930302E-01  2.313650249E+03 
        22  7.191781402E-01 -1.763930619E-01  2.327526845E-01  2.371258903E-03  1.679332965E+01 -4.012192825E+00  1.630699941E+01  3.206520521E-01  2.270867853E+03 
        23  7.294641733E-01 -1.789158583E-01  2.333466940E-01  2.383437215E-03  1.687957684E+01 -4.008550325E+00  1.639669596E+01  3.147255311E-01  2.228896046E+03 
        24  7.396010756E-01 -1.813863069E-01  2.338179144E-01  2.393122556E-03  1.694816873E+01 -4.000888583E+00  1.646916251E+01  3.089021449E-01  2.187654644E+03 
        25  7.495824695E-01 -1.838036031E-01  2.344164925E-01  2.405280207E-03  1.703426959E+01 -3.997519486E+00  1.655856813E+01  3.031732222E-01  2.147082234E+03 
        26  7.594020963E-01 -1.861669719E-01  2.349202405E-01  2.415721517E-03  1.710821528E+01 -3.991436849E+00  1.663608914E+01  2.975431129E-01  2.107209624E+03 
        27  7.690538168E-01 -1.884756535E-01  2.354428666E-01  2.426536197E-03  1.718480518E+01 -3.986113913E+00  1.671611273E+01  2.919931578E-01  2.067904668E+03 
        28  7.785314918E-01 -1.907289177E-01  2.359594282E-01  2.437240672E-03  1.726061461E+01 -3.980744026E+00  1.679531165E+01  2.865430097E-01  2.029306549E+03 
