case_id,arm,model,K,naca,re,aoa_deg,status,cd_fluent,cd_fluent_corrected,cl_fluent,cl_fluent_corrected,cd_int_mean,cd_int_std,cd_head_mean,cd_head_std,cl_int_mean,cl_int_std,cl_head_mean,cl_head_std,err_cd_int,err_cd_head,err_cl_int,err_cl_head,fsc,q90_halfwidth_cd_int,q90_halfwidth_cd_head,covered90_cd_int,covered90_cd_head,pred_source
offset_5_naca0010_a3p8,offset,sdf_fno,5,0010,6014460.378164495,3.7899999618530273,converged,0.008809709685760043,0.00790908753016737,0.4258751011218523,0.4136423135032225,0.008622500486800001,0.0004430705890169259,0.0080591579898,3.481202268257887e-05,0.4280208826,0.0032440055745469563,0.41849602462,0.015971225634937115,0.0007134129566326308,0.00015007045963262924,0.014378569096777483,0.004853711116777515,0.0005633424970000016,0.0040276082232594485,0.00034998971968889207,True,True,per_sim
offset_6_naca5_17_a0p9,offset,sdf_fno,5,5_17,4138816.905586573,0.9319999814033508,quasi_steady,0.01081666161409946,0.009916039458506786,0.2297800361460694,0.21754724852743962,0.0099993510162,0.00024369985863763953,0.009764161705999998,1.9364636815413684e-05,0.22051365078,0.0037110501872684508,0.21789593693999998,0.009109757670533127,8.331155769321363e-05,-0.0001518777525067877,0.0029664022525603684,0.00034868841256036065,0.00023518931020000133,0.0040276082232594485,0.00034998971968889207,True,True,per_sim
al_acq_naca0010_re3e6_a18,acquisition,gnn,3,0010,3000000.0,18.0,diverged,4.759925837851459e+86,4.759925837851459e+86,1.003253796376343e+88,1.003253796376343e+88,0.28099263707796734,0.020991813749399704,0.037378568202257156,0.003906125607915855,1.1401259899139404,0.04712591185895289,1.5453025102615356,0.1306021632600658,nan,nan,nan,nan,0.2436140688757102,0.014296103734523058,0.0006037844965855292,,,score_pool
al_acq_naca0010_re7e6_a18,acquisition,gnn,3,0010,7000000.0,18.0,diverged,-2.617874504553676e+77,-2.617874504553676e+77,9.631497962325955e+78,9.631497962325955e+78,0.281656950712204,0.09279317039759694,0.0365305095911026,0.007555141377524843,0.9897493720054626,0.21055267374906475,1.7347729206085205,0.17485633338730072,nan,nan,nan,nan,0.24512644112110138,0.014296103734523058,0.0006037844965855292,,,score_pool
al_acq_naca0015_re6e6_a18,acquisition,gnn,3,0015,6000000.0,18.0,diverged,-2.075194625355277e+93,-2.075194625355277e+93,-8.156634963804784e+96,-8.156634963804784e+96,0.28571965793768567,0.04233643617186779,0.036418844014406204,0.006951147851459733,1.1684307257334392,0.038422093925172845,1.5783477226893108,0.13733964982404773,nan,nan,nan,nan,0.24930081392327946,0.014296103734523058,0.0006037844965855292,,,score_pool
al_acq_naca24015_re7e6_a18,acquisition,gnn,3,24015,7000000.0,18.0,diverged,2.848177194021061e+43,2.848177194021061e+43,-1.194901779093571e+43,-1.194901779093571e+43,0.28223712742328644,0.11818275931619364,0.03784205143650373,0.0066852580422866355,1.239348868529002,0.24599082043147236,1.7674674193064372,0.12277992641911277,nan,nan,nan,nan,0.2443950759867827,0.014296103734523058,0.0006037844965855292,,,score_pool
al_acq_naca2410_re5e6_a18,acquisition,gnn,3,2410,5000000.0,18.0,diverged,4.20513649951044e+98,4.20513649951044e+98,-7.966097562414808e+97,-7.966097562414808e+97,0.2987598180770874,0.028428848575964658,0.04281951735417048,0.00450994333160447,1.2439041137695312,0.08654157508344935,1.6877226829528809,0.1270425488001566,nan,nan,nan,nan,0.2559403007229169,0.014296103734523058,0.0006037844965855292,,,score_pool
al_acq_naca33012_re7e6_a18,acquisition,gnn,3,33012,7000000.0,18.0,diverged,-1.286300632386008e+99,-1.286300632386008e+99,-5.426346458419336e+99,-5.426346458419336e+99,0.27372440695762634,0.10573534511179407,0.03782229125499725,0.008148644528719573,1.1000071167945862,0.2792157296382979,1.8021981716156006,0.1288442483072921,nan,nan,nan,nan,0.2359021157026291,0.014296103734523058,0.0006037844965855292,,,score_pool
al_acq_naca4410_re7e6_a18,acquisition,gnn,3,4410,7000000.0,18.0,diverged,-5.90382628445189e+99,-5.90382628445189e+99,-1.877783904687683e+101,-1.877783904687683e+101,0.25231002271175385,0.08027103193418092,0.03894867499669393,0.009416668605019185,1.1772890488306682,0.16920605953785053,1.9027613004048665,0.17171284448806873,nan,nan,nan,nan,0.2133613477150599,0.014296103734523058,0.0006037844965855292,,,score_pool
al_acq_naca4415_re7e6_a18,acquisition,gnn,3,4415,7000000.0,18.0,diverged,1.476640512375506e+98,1.476640512375506e+98,1.92393706722437e+100,1.92393706722437e+100,0.35707561671733856,0.24664402493257107,0.04170675948262215,0.006199059193438368,1.655604322751363,0.6142894219822727,1.843536615371704,0.12337153183907398,nan,nan,nan,nan,0.3153688572347164,0.014296103734523058,0.0006037844965855292,,,score_pool
al_rand_naca0010_re7e6_a6,random,gnn,3,0010,7000000.0,6.0,converged,0.009794227190491759,0.008893605034899086,0.6703239045171162,0.6580911168984864,0.06102547297875086,0.0063604571197147675,0.009064454585313797,0.00010380342824874694,0.5499638915061951,0.015637139492786997,0.6376569271087646,0.0651269806598929,0.05213186794385177,0.00017084955041471103,-0.10812722539229136,-0.02043418978972178,0.051961018393437065,0.014296103734523058,0.0006037844965855292,False,True,score_pool
al_rand_naca22012_re3e6_a12,random,gnn,3,22012,3000000.0,12.0,quasi_steady,0.01943327861487682,0.018532656459284147,1.357544227399134,1.3453114397805044,0.1447916974623998,0.010509312545568457,0.017228397851188976,0.00037186594907344514,0.996272345383962,0.044427761680049416,1.2513230244318645,0.05020205320979541,0.12625904100311566,-0.0013042586080951706,-0.34903909439654235,-0.09398841534863989,0.12756329961121082,0.014296103734523058,0.0006037844965855292,False,False,score_pool
al_rand_naca2410_re2e6_a18,random,gnn,3,2410,2000000.0,18.0,diverged,2.670691706153084e+16,2.670691706153084e+16,8.056372726697165e+16,8.056372726697165e+16,0.24850642681121826,0.009448776600865906,0.03267913560072581,0.002272858217152325,1.272032658259074,0.044276669011842934,1.6768274307250977,0.06463893542801487,nan,nan,nan,nan,0.21582729121049246,0.014296103734523058,0.0006037844965855292,,,score_pool
al_rand_naca2415_re6e6_a0,random,gnn,3,2415,6000000.0,0.0,converged,0.00946058505929252,0.008559962903699845,0.2245047724320183,0.21227198481338852,0.036589788272976875,0.00817284806988375,0.008787461866935095,2.772248809114255e-05,0.17315264542897543,0.011460801497217054,0.18955707550048828,0.014679690749674434,0.02802982536927703,0.00022749896323524983,-0.03911933938441309,-0.02271490931290024,0.02780232640604178,0.014296103734523058,0.0006037844965855292,False,True,score_pool
al_rand_naca32015_re7e6_a18,random,gnn,3,32015,7000000.0,18.0,diverged,-1.220308021262662e+86,-1.220308021262662e+86,-3.968213237314786e+87,-3.968213237314786e+87,0.31412749489148456,0.12025868607801152,0.037920836359262466,0.006714646838145636,1.1875607172648113,0.2561464146239566,1.7689167658487956,0.127478771507549,nan,nan,nan,nan,0.2762066585322221,0.014296103734523058,0.0006037844965855292,,,score_pool
al_rand_naca33012_re6e6_am6,random,gnn,3,33012,6000000.0,-6.0,converged,0.01020161177850081,0.009300989622908137,-0.4718244455496277,-0.4840572331682575,0.049944029500087105,0.004618216515284135,0.010026495903730392,0.0012310065530341733,-0.2721402396758397,0.028171188238579375,-0.5479432940483093,0.13244999341807162,0.04064303987717897,0.0007255062808222551,0.21191699349241777,-0.06388606088005183,0.03991753359635671,0.014296103734523058,0.0006037844965855292,False,False,score_pool
al_rand_naca4412_re7e6_a18,random,gnn,3,4412,7000000.0,18.0,quasi_steady,0.1143191526821818,0.11341853052658914,1.716867844427101,1.7046350568084714,0.28564246495564777,0.13048580146029023,0.04095352192719778,0.0088319273972476,1.348117431004842,0.32049764436704686,1.9099206924438477,0.161228099763444,0.17222393442905864,-0.07246500859939137,-0.35651762580362933,0.20528563563537627,0.24468894302844998,0.014296103734523058,0.0006037844965855292,False,False,score_pool
al_rand_naca4415_re2e6_a0,random,gnn,3,4415,2000000.0,0.0,converged,0.01166529433833695,0.010764672182744277,0.4295811354919816,0.41734834787335184,0.040754771480957665,0.00568043890019063,0.010978950187563896,0.00019294435069215496,0.2806115547815959,0.03307068800686158,0.3844979405403137,0.015890899439886457,0.029990099298213387,0.0002142780048196187,-0.13673679309175596,-0.03285040733303812,0.02977582129339377,0.014296103734523058,0.0006037844965855292,False,True,score_pool
al_var_naca0010_re3e6_a18,variance,gnn,3,0010,3000000.0,18.0,diverged,4.759925837851459e+86,4.759925837851459e+86,1.003253796376343e+88,1.003253796376343e+88,0.28099262714385986,0.02099192631855955,0.037378568202257156,0.003906125607915855,1.1401260296503704,0.04712636334060409,1.5453024705251057,0.13060220333543884,nan,nan,nan,nan,0.2436140589416027,0.014296103734523058,0.0006037844965855292,,,score_pool
al_var_naca0010_re6e6_a18,variance,gnn,3,0010,6000000.0,18.0,diverged,9.889275284792381e+95,9.889275284792381e+95,-4.93758075438704e+95,-4.93758075438704e+95,0.3332249124844869,0.06704573304516699,0.03832795222600301,0.006875543580675241,1.159777084986369,0.14222140653564588,1.6484462022781372,0.16273889253587268,nan,nan,nan,nan,0.2948969602584839,0.014296103734523058,0.0006037844965855292,,,score_pool
al_var_naca0015_re6e6_a18,variance,gnn,3,0015,6000000.0,18.0,diverged,-2.075194625355277e+93,-2.075194625355277e+93,-8.156634963804784e+96,-8.156634963804784e+96,0.28571968774000805,0.04233639581419934,0.03641884153087934,0.006951146661239869,1.1684306859970093,0.03842203373287286,1.578347643216451,0.1373395145050299,nan,nan,nan,nan,0.2493008462091287,0.014296103734523058,0.0006037844965855292,,,score_pool
al_var_naca22015_re7e6_a18,variance,gnn,3,22015,7000000.0,18.0,diverged,1.11367761742687e+99,1.11367761742687e+99,-3.251127505987094e+100,-3.251127505987094e+100,0.27136226495107013,0.11182691211726895,0.03652946030100187,0.0071721883195004785,1.0773922602335613,0.29054820622995015,1.7306559085845947,0.1288638594391769,nan,nan,nan,nan,0.23483280465006826,0.014296103734523058,0.0006037844965855292,,,score_pool
al_var_naca24015_re5e6_a18,variance,gnn,3,24015,5000000.0,18.0,diverged,-1.4430032336942e+98,-1.4430032336942e+98,1.239433789193163e+100,1.239433789193163e+100,0.26106348137060803,0.033881996727430044,0.040187425911426544,0.005290999707202151,1.3136938015619914,0.008529613434415264,1.6550076802571614,0.13530390147278457,nan,nan,nan,nan,0.2208760554591815,0.014296103734523058,0.0006037844965855292,,,score_pool
al_var_naca2415_re7e6_a18,variance,gnn,3,2415,7000000.0,18.0,diverged,1.177500478392463e+96,1.177500478392463e+96,-1.048882324605794e+98,-1.048882324605794e+98,0.2730332911014557,0.1167759110684233,0.03819485008716583,0.006751433530351919,1.2649439573287964,0.2575973457363152,1.7799998919169109,0.12141243727002556,nan,nan,nan,nan,0.23483844101428986,0.014296103734523058,0.0006037844965855292,,,score_pool
al_var_naca32012_re6e6_a18,variance,gnn,3,32012,6000000.0,18.0,converged,0.1662419920093399,0.16534136985374723,1.993301247476732,1.9810684598581023,0.32644131779670715,0.04984842780162643,0.0377478152513504,0.00634669642355615,1.2515077193578084,0.020308019443855938,1.7269926865895588,0.11851678749980739,0.16109994794295993,-0.12759355460239682,-0.729560740500294,-0.25407577326854347,0.28869350254535675,0.014296103734523058,0.0006037844965855292,False,False,score_pool
al_var_naca4415_re6e6_a18,variance,gnn,3,4415,6000000.0,18.0,diverged,2.735064878775752e+96,2.735064878775752e+96,9.253019656770345e+97,9.253019656770345e+97,0.3211496522029241,0.09242138558648645,0.04193055753906568,0.005750498733850188,1.5758823156356812,0.11246615445964644,1.821844180425008,0.10350884625248546,nan,nan,nan,nan,0.2792190946638584,0.014296103734523058,0.0006037844965855292,,,score_pool
gridstudy_naca0012_re3e6_a5_L2,gridstudy,gnn,3,0012,3000000.0,5.0,converged,0.01075519408233563,0.009854571926742956,0.5529727501678109,0.5407399625491811,0.060409341007471085,0.0050045217788185735,0.010124161839485168,0.0001488648817959062,0.46274735530217487,0.031443457411417915,0.4825939933458964,0.03277463163229927,0.05055476908072813,0.0002695899127422123,-0.07799260724700624,-0.058145969203284686,0.050285179167985916,0.014296103734523058,0.0006037844965855292,False,True,score_pool
offset_1_naca0016_a2p4,offset,gnn,3,0016,3906337.720820305,2.4010000228881836,converged,0.01048208744382088,0.009581465288228206,0.2608724352006407,0.2486396475820109,0.011831389740000002,0.00024088226694643402,0.009704400785333333,1.0498585797411759e-05,0.27220390240000003,0.005614026136215575,0.2506816288,0.0006004239748201092,0.0022499244517717957,0.00012293549710512726,0.023564254817989128,0.0020419812179890973,0.0021269889546666684,0.014296103734523058,0.0006037844965855292,True,True,per_sim
offset_2_naca0109_a8p6,offset,gnn,3,1009,4039643.846785233,8.57800006866455,converged,0.01300764594684594,0.012107023791253266,0.9410598244289289,0.9288270368102991,0.01506482003,0.0020329047288631602,0.0115471563,8.776585850550962e-06,0.9536084731666666,0.01128360109798791,0.9263086716333334,0.003169066365071199,0.0029577962387467346,-0.0005598674912532658,0.024781436356367537,-0.0025183651769656867,0.0035176637300000004,0.014296103734523058,0.0006037844965855292,True,True,per_sim
offset_3_naca2211_a3p3,offset,gnn,3,2211,4595774.775998254,3.3329999446868896,converged,0.009919041598157203,0.00901841944256453,0.6245228282434895,0.6122900406248597,0.003528115029333333,0.00025173647758434763,0.009046564499333333,1.920860441495906e-05,0.5637151797333333,0.0034862656908827352,0.6046535174000001,0.006677235811638386,-0.005490304413231197,2.8145056768803453e-05,-0.048574860891526406,-0.007636523224859637,0.005518449470000001,0.014296103734523058,0.0006037844965855292,True,True,per_sim
offset_4_naca2710_am1p6,offset,gnn,3,2710,2055923.1172781568,-1.5800000429153442,converged,0.009718763031407682,0.00881814087581501,0.06346490013363361,0.051232112515003835,0.008879734513333333,0.0004920101246161313,0.009248745007,8.757768949602826e-05,0.0023562545729999998,0.00332652242504446,0.040959020453333335,0.007869300859101607,6.159363751832327e-05,0.00043060413118499105,-0.04887585794200384,-0.0102730920616705,0.0003690104936666678,0.014296103734523058,0.0006037844965855292,True,True,per_sim
offset_5_naca0010_a3p8,offset,gnn,3,0010,6014460.378164495,3.7899999618530273,converged,0.008809709685760043,0.00790908753016737,0.4258751011218523,0.4136423135032225,0.0057966831760000006,0.00019678604182202047,0.008134700047333333,2.4231096655812124e-05,0.4440379739,0.005590155284299984,0.43136160570000004,0.003602699368334936,-0.00211240435416737,0.00022561251716596287,0.03039566039677749,0.017719292196777536,0.002338016871333333,0.014296103734523058,0.0006037844965855292,True,True,per_sim
offset_6_naca5_17_a0p9,offset,gnn,3,5_17,4138816.905586573,0.9319999814033508,quasi_steady,0.01081666161409946,0.009916039458506786,0.2297800361460694,0.21754724852743962,0.011463117783333332,0.0001895579423687455,0.009806132875,2.9345449824798874e-05,0.23021354276666664,0.0025058973310213965,0.21590208013333334,0.0025560982927671986,0.0015470783248265462,-0.00010990658350678618,0.012666294239227022,-0.0016451683941062778,0.0016569849083333324,0.014296103734523058,0.0006037844965855292,True,True,per_sim
