case_id,arm,naca,re,aoa_deg,mesh_level,model,variant,n_iter,status,cd,cl,cd_window_mean,cd_window_std,cd_p2p,cl_window_mean,cl_p2p,cd_rel_change_150,yplus_max,yplus_avg,min_orthogonality,mach,u_inf,wall_min,airfrans_sim,has_cas,has_dat,has_encas,integrity_ok,cells_trn,cells_mesh
gridstudy_naca0012_re3e6_a5_L2,gridstudy,0012,3000000.0,5.0,2,sst,s0,4300,converged,0.0105993536385996,0.5460131511170025,0.010610329708197823,5.977081236913677e-06,2.2994671707830122e-05,0.5461719631087594,0.00032536287280193754,0.0006081441165172836,0.56407839,0.26872994,0.270819097423293,0.13547687861271676,46.875,4.241589073757628e-06,,True,True,True,True,43008,43008
gridstudy_naca0012_re3e6_a5_L3,gridstudy,0012,3000000.0,5.0,3,sa,s0,4300,converged,0.01075491608834343,0.5520997610853716,0.01076853554513244,9.719395832041064e-06,3.033527824338085e-05,0.5522293399774569,0.00018989374775368884,0.0001968911574833951,0.39186585,0.18185925,0.2741964709832022,0.13547687861271676,46.875,2.827726049171752e-06,,True,True,True,True,96768,96768
gridstudy_naca0012_re3e6_a5_L3,gridstudy,0012,3000000.0,5.0,3,sst,s0,4300,converged,0.01066252834587788,0.5449379634827446,0.010674965084189724,7.456727366012505e-06,2.6421452749581312e-05,0.5452231395207559,0.0006157776780203461,0.00034840099901882406,0.37798631,0.18002123,0.2741964709832022,0.13547687861271676,46.875,2.827726049171752e-06,,True,True,True,True,96768,96768
offset_1_naca0016_a2p4,offset,0016,3906337.720820305,2.4010000228881836,2,sa,s0,4300,converged,0.01048208744382088,0.2608724352006407,0.010499930890749383,1.0594647451744882e-05,3.681437566678894e-05,0.2610898611543513,0.0004400453133608928,0.0004796293631439887,0.42978525,0.27687672,0.2954860801802771,0.1749739894977195,60.541000366210945,3.319473759964709e-06,airFoil2D_SST_60.541_2.401_0.081_0.0_16.295,True,True,True,True,43008,43008
offset_1_naca0016_a2p4,offset,0016,3906337.720820305,2.4010000228881836,2,sst,s0,4300,converged,0.01019218546733952,0.2505243573293369,0.01020760324786488,9.438264030857931e-06,3.24553302620198e-05,0.2506458958183372,0.0002995082022901885,0.00039279200295827717,0.43321398,0.27299033,0.2954860801802771,0.1749739894977195,60.541000366210945,3.319473759964709e-06,airFoil2D_SST_60.541_2.401_0.081_0.0_16.295,True,True,True,True,43008,43008
offset_2_naca0109_a8p6,offset,1009,4039643.846785233,8.57800006866455,2,sa,s0,4300,converged,0.01300764594684594,0.9410598244289289,0.012991259648963839,6.7687875264929395e-06,2.5262888782639353e-05,0.9410051629861982,0.00015631726914044908,0.0005810243588336134,0.95504367,0.25683893,0.21591236073883868,0.18094508220694658,62.606998443603516,3.2176359023425947e-06,airFoil2D_SST_62.607_8.578_0.875_0.0_8.812,True,True,True,True,43008,43008
offset_2_naca0109_a8p6,offset,1009,4039643.846785233,8.57800006866455,2,sst,s0,4300,converged,0.01303900946250816,0.9344288633836425,0.013026012501325214,8.113629572547136e-06,2.7910442168949806e-05,0.9341599627008158,0.000604741489518279,0.00027551910810857613,0.93605453,0.25380871,0.21591236073883868,0.18094508220694658,62.606998443603516,3.2176359023425947e-06,airFoil2D_SST_62.607_8.578_0.875_0.0_8.812,True,True,True,True,43008,43008
offset_3_naca2211_a3p3,offset,2211,4595774.775998254,3.3329999446868896,2,sa,s0,4300,converged,0.009919041598157203,0.6245228282434895,0.009931551748776773,8.326019314271629e-06,2.1774393687452875e-05,0.624824470342854,0.0005747074982423994,0.00014192858185310987,0.45019224,0.27397085,0.2821421773749586,0.20585548533180545,71.22599792480469,2.854449460142483e-06,airFoil2D_SST_71.226_3.333_2.424_2.411_10.928,True,True,True,True,43008,43008
offset_3_naca2211_a3p3,offset,2211,4595774.775998254,3.3329999446868896,2,sst,s0,2287,converged,0.009785736801951722,0.6224095888683895,0.009807590990849631,1.3781680365319245e-05,5.708538065484978e-05,0.6233900704037967,0.0020794859194289694,0.0007133227895619411,0.4541961,0.27013133,0.2821421773749586,0.20585548533180545,71.22599792480469,2.854449460142483e-06,airFoil2D_SST_71.226_3.333_2.424_2.411_10.928,True,True,True,True,43008,43008
offset_4_naca2710_am1p6,offset,2710,2055923.1172781568,-1.5800000429153442,2,sa,s0,4300,converged,0.009718763031407682,0.06346490013363361,0.009732076989037544,8.109005575026128e-06,2.8067054212923756e-05,0.06352532623170513,0.00013802711481747387,0.00038105466066954726,0.49057528,0.2748236,0.28779622472384236,0.09208959788945367,31.863000869750973,6.024493226733119e-06,airFoil2D_SST_31.863_-1.58_1.567_6.956_10.028,True,True,True,True,43008,43008
offset_4_naca2710_am1p6,offset,2710,2055923.1172781568,-1.5800000429153442,2,sst,s0,4300,converged,0.009553131765836262,0.06102411948051302,0.009566219602994162,8.232318728444618e-06,2.7839171660574633e-05,0.06112453224430777,0.00021826246617667744,0.0004577148937176187,0.4879227,0.27147822,0.28779622472384236,0.09208959788945367,31.863000869750973,6.024493226733119e-06,airFoil2D_SST_31.863_-1.58_1.567_6.956_10.028,True,True,True,True,43008,43008
offset_5_naca0010_a3p8,offset,0010,6014460.378164495,3.7899999618530273,2,sa,s0,4300,converged,0.008809709685760043,0.4258751011218523,0.008816429145057907,4.089279015367863e-06,1.4001343390381699e-05,0.42596716594475736,0.00016971496607742775,0.00020725831817431867,0.56053126,0.27207383,0.25622590268167567,0.26940172669515444,93.21299743652344,2.223463443095534e-06,airFoil2D_SST_93.213_3.79_0.418_0.0_9.665,True,True,True,True,43008,43008
offset_5_naca0010_a3p8,offset,0010,6014460.378164495,3.7899999618530273,2,sst,s0,4300,converged,0.008598641166918112,0.4248886650933543,0.008605923314861787,4.365832563222505e-06,1.5097835832752343e-05,0.4249646590436994,0.0001608350649845991,0.00024074255134710402,0.54869443,0.26788473,0.25622590268167567,0.26940172669515444,93.21299743652344,2.223463443095534e-06,airFoil2D_SST_93.213_3.79_0.418_0.0_9.665,True,True,True,True,43008,43008
offset_6_naca5_17_a0p9,offset,5_17,4138816.905586573,0.9319999814033508,2,sa,s0,1486,quasi_steady,0.01081666161409946,0.2297800361460694,0.010879087827618133,4.211769707169474e-05,0.00015486295977958954,0.22602060224825543,0.010447142525232905,0.001469495882644628,0.41604409,0.2772963,0.29516340591049406,0.18538727512249367,64.14399719238281,3.145981244429335e-06,airFoil2D_SST_64.144_0.932_1.956_3.115_0.0_17.336,True,True,True,True,43008,43008
offset_6_naca5_17_a0p9,offset,5_17,4138816.905586573,0.9319999814033508,2,sst,s0,4300,converged,0.01031997183829507,0.2183213847681644,0.010339370608443357,1.1143875860782132e-05,4.031799895880088e-05,0.21861504416738156,0.0006661868595000953,0.0006848442669508068,0.41108781,0.27341151,0.29516340591049406,0.18538727512249367,64.14399719238281,3.145981244429335e-06,airFoil2D_SST_64.144_0.932_1.956_3.115_0.0_17.336,True,True,True,True,43008,43008
