cellnumber     x-coordinate     y-coordinate           y-plus skin-friction-coef       wall-shear     y-wall-shear     x-wall-shear pressure-coefficient         pressure 
         1  4.855865836E-01 -1.021427959E-01  2.659975047E-01  3.249494172E-03  1.174133636E+01 -3.148779483E+00  1.131124075E+01  1.315443139E-01  4.753066031E+02 
         2  4.973676503E-01 -1.054170877E-01  2.665770398E-01  3.263630909E-03  1.179241637E+01 -3.153022146E+00  1.136307772E+01  1.234785778E-01  4.461628300E+02 
         3  5.091432333E-01 -1.086797863E-01  2.671678067E-01  3.278176175E-03  1.184497251E+01 -3.158448812E+00  1.141611032E+01  1.155263786E-01  4.174292977E+02 
         4  5.209060311E-01 -1.119298264E-01  2.677635117E-01  3.292892508E-03  1.189814676E+01 -3.164787293E+00  1.146952561E+01  1.076722949E-01  3.890502842E+02 
         5  5.326488018E-01 -1.151661128E-01  2.683262088E-01  3.306725653E-03  1.194812980E+01 -3.170984967E+00  1.151966406E+01  9.989228646E-02  3.609389257E+02 
         6  5.443641543E-01 -1.183874980E-01  2.689463377E-01  3.321991698E-03  1.200329031E+01 -3.179222488E+00  1.157460681E+01  9.219671801E-02  3.331326725E+02 
         7  5.560449958E-01 -1.215927899E-01  2.696064679E-01  3.338302838E-03  1.206222705E+01 -3.189080628E+00  1.163301707E+01  8.451697432E-02  3.053835986E+02 
         8  5.676840544E-01 -1.247807741E-01  2.702358865E-01  3.353945284E-03  1.211874761E+01 -3.198879303E+00  1.168893557E+01  7.688435065E-02  2.778047826E+02 
         9  5.792740583E-01 -1.279501766E-01  2.708643479E-01  3.369621463E-03  1.217539005E+01 -3.209250330E+00  1.174482164E+01  6.929190898E-02  2.503711555E+02 
        10  5.908080935E-01 -1.310996860E-01  2.715556364E-01  3.386832824E-03  1.223757954E+01 -3.221581819E+00  1.180592070E+01  6.173398449E-02  2.230622486E+02 
        11  6.022788286E-01 -1.342279464E-01  2.722395064E-01  3.403958207E-03  1.229945836E+01 -3.234289040E+00  1.186659389E+01  5.420033254E-02  1.958410453E+02 
        12  6.136792898E-01 -1.373335868E-01  2.729617910E-01  3.421987251E-03  1.236460237E+01 -3.248272678E+00  1.193030245E+01  4.667824771E-02  1.686616372E+02 
        13  6.250025034E-01 -1.404151767E-01  2.736868803E-01  3.440099430E-03  1.243004677E+01 -3.262714876E+00  1.199419669E+01  3.918435401E-02  1.415840916E+02 
        14  6.362415552E-01 -1.434712708E-01  2.744274867E-01  3.458868163E-03  1.249786348E+01 -3.278121369E+00  1.206028656E+01  3.167546531E-02  1.144523649E+02 
        15  6.473894119E-01 -1.465003639E-01  2.751995312E-01  3.478286750E-03  1.256802830E+01 -3.294448464E+00  1.212855905E+01  2.417389694E-02  8.734708855E+01 
        16  6.584393382E-01 -1.495009661E-01  2.759748993E-01  3.497901771E-03  1.263890288E+01 -3.311231033E+00  1.219744298E+01  1.668395759E-02  6.028383115E+01 
        17  6.693845391E-01 -1.524715126E-01  2.767475833E-01  3.517597190E-03  1.271006797E+01 -3.328324546E+00  1.226654326E+01  9.201172495E-03  3.324642406E+01 
        18  6.802183390E-01 -1.554104537E-01  2.775707646E-01  3.538506284E-03  1.278561841E+01 -3.346768222E+00  1.233982093E+01  1.732846962E-03  6.261263437E+00 
        19  6.909340620E-01 -1.583162099E-01  2.783758425E-01  3.558978752E-03  1.285959119E+01 -3.364968431E+00  1.241152985E+01 -5.729539834E-03 -2.070243886E+01 
        20  7.015252113E-01 -1.611871719E-01  2.792000968E-01  3.580096877E-03  1.293589692E+01 -3.383918743E+00  1.248545246E+01 -1.317136457E-02 -4.759184464E+01 
        21  7.119852304E-01 -1.640217453E-01  2.800443967E-01  3.601924804E-03  1.301476736E+01 -3.403649932E+00  1.256182059E+01 -2.059662581E-02 -7.442140187E+01 
        22  7.223078012E-01 -1.668183208E-01  2.809229581E-01  3.624571430E-03  1.309659599E+01 -3.424237402E+00  1.264102151E+01 -2.799406392E-02 -1.011504263E+02 
        23  7.324865460E-01 -1.695752442E-01  2.818117409E-01  3.647384147E-03  1.317902475E+01 -3.445038406E+00  1.272078629E+01 -3.537291239E-02 -1.278122811E+02 
        24  7.425153255E-01 -1.722909361E-01  2.826904751E-01  3.670140667E-03  1.326125046E+01 -3.465819057E+00  1.280034616E+01 -4.271195611E-02 -1.543303102E+02 
        25  7.523879409E-01 -1.749637425E-01  2.835341611E-01  3.692054966E-03  1.334043298E+01 -3.485814722E+00  1.287696579E+01 -4.999569266E-02 -1.806484989E+02 
        26  7.620983124E-01 -1.775920987E-01  2.844211688E-01  3.715165958E-03  1.342393950E+01 -3.506930279E+00  1.295776183E+01 -5.721688296E-02 -2.067406904E+02 
        27  7.716405988E-01 -1.801743507E-01  2.852872661E-01  3.737937631E-03  1.350621995E+01 -3.527696444E+00  1.303738222E+01 -6.435848734E-02 -2.325453156E+02 
        28  7.810088992E-01 -1.827089787E-01  2.861459332E-01  3.760584205E-03  1.358804840E+01 -3.548299152E+00  1.311657853E+01 -7.140518367E-02 -2.580070113E+02 
        29  7.901974916E-01 -1.851943731E-01  2.870124050E-01  3.783404651E-03  1.367050509E+01 -3.569005196E+00  1.319639766E+01 -7.834104326E-02 -2.830682227E+02 
        30  7.992007136E-01 -1.876289994E-01  2.878619236E-01  3.805808245E-03  1.375145557E+01 -3.589245012E+00  1.327478251E+01 -8.514436160E-02 -3.076505253E+02 
        31  8.080130816E-01 -1.900113523E-01  2.887094572E-01  3.828262944E-03  1.383259072E+01 -3.609448797E+00  1.335336831E+01 -9.179020132E-02 -3.316638134E+02 
