cellnumber     x-coordinate     y-coordinate           y-plus skin-friction-coef       wall-shear     y-wall-shear     x-wall-shear pressure-coefficient         pressure 
         1  4.785871208E-01 -1.228510961E-01  2.174075050E-01  2.068914964E-03  1.465212043E+01 -3.542301309E+00  1.421747990E+01  4.597475044E-01  3.255946193E+03 
         2  4.904491305E-01 -1.257944256E-01  2.182482444E-01  2.084934885E-03  1.476557401E+01 -3.542188590E+00  1.433440183E+01  4.523417206E-01  3.203498201E+03 
         3  5.023106933E-01 -1.287142038E-01  2.187710812E-01  2.094989511E-03  1.483678119E+01 -3.533265403E+00  1.440993101E+01  4.451713035E-01  3.152717083E+03 
         4  5.141644478E-01 -1.316100508E-01  2.193923204E-01  2.106867370E-03  1.492090056E+01 -3.528730510E+00  1.449763203E+01  4.381785683E-01  3.103194314E+03 
         5  5.260028243E-01 -1.344815642E-01  2.200149591E-01  2.118822476E-03  1.500556699E+01 -3.525549827E+00  1.458552498E+01  4.313926289E-01  3.055136079E+03 
         6  5.378184915E-01 -1.373282522E-01  2.205930923E-01  2.130000411E-03  1.508472948E+01 -3.522242174E+00  1.466774943E+01  4.247807735E-01  3.008310712E+03 
         7  5.496039987E-01 -1.401496381E-01  2.211517925E-01  2.140745203E-03  1.516082443E+01 -3.519329223E+00  1.474669180E+01  4.183462247E-01  2.962741037E+03 
         8  5.613518953E-01 -1.429451406E-01  2.216984033E-01  2.151330733E-03  1.523579148E+01 -3.517202568E+00  1.482425810E+01  4.120576479E-01  2.918205139E+03 
         9  5.730549097E-01 -1.457141638E-01  2.222394164E-01  2.161966488E-03  1.531111423E+01 -3.516138357E+00  1.490191229E+01  4.059081483E-01  2.874654191E+03 
        10  5.847056508E-01 -1.484560370E-01  2.227704811E-01  2.172351167E-03  1.538465885E+01 -3.515578989E+00  1.497759768E+01  3.998972655E-01  2.832084931E+03 
        11  5.962969065E-01 -1.511700749E-01  2.232978179E-01  2.182604923E-03  1.545727627E+01 -3.515656136E+00  1.505216103E+01  3.940190096E-01  2.790454939E+03 
        12  6.078213453E-01 -1.538555026E-01  2.237691320E-01  2.191864555E-03  1.552285327E+01 -3.514921096E+00  1.511966611E+01  3.882584584E-01  2.749658535E+03 
        13  6.192718148E-01 -1.565115601E-01  2.242652116E-01  2.201573802E-03  1.559161447E+01 -3.515632974E+00  1.519008777E+01  3.826210354E-01  2.709734130E+03 
        14  6.306411624E-01 -1.591373831E-01  2.247676611E-01  2.211322379E-03  1.566065419E+01 -3.517065217E+00  1.526061407E+01  3.770605214E-01  2.670354396E+03 
        15  6.419222951E-01 -1.617321074E-01  2.252566305E-01  2.221020827E-03  1.572933891E+01 -3.519011572E+00  1.533064447E+01  3.716053095E-01  2.631720414E+03 
        16  6.531081796E-01 -1.642948240E-01  2.257315261E-01  2.230433495E-03  1.579599971E+01 -3.521039117E+00  1.539856781E+01  3.662516936E-01  2.593805939E+03 
        17  6.641917825E-01 -1.668245643E-01  2.263396936E-01  2.242338308E-03  1.588030997E+01 -3.527463775E+00  1.548357982E+01  3.609812544E-01  2.556480524E+03 
