cellnumber     x-coordinate     y-coordinate           y-plus skin-friction-coef       wall-shear     y-wall-shear     x-wall-shear pressure-coefficient         pressure 
         1  4.855865836E-01 -1.021427959E-01  2.733429572E-01  3.911465419E-03  2.261315945E+00 -6.064373793E-01  2.178481928E+00  2.869949954E-02  1.659189817E+01 
         2  4.973676503E-01 -1.054170877E-01  2.739292903E-01  3.928235186E-03  2.271010967E+00 -6.072163368E-01  2.188327930E+00  2.017592635E-02  1.166420742E+01 
         3  5.091432333E-01 -1.086797863E-01  2.745362466E-01  3.945737891E-03  2.281129718E+00 -6.082607152E-01  2.198538536E+00  1.170741695E-02  6.768350423E+00 
         4  5.209060311E-01 -1.119298264E-01  2.751576597E-01  3.963644743E-03  2.291482117E+00 -6.095111814E-01  2.208933320E+00  3.277644377E-03  1.894888155E+00 
         5  5.326488018E-01 -1.151661128E-01  2.758017187E-01  3.982167753E-03  2.302190732E+00 -6.109920400E-01  2.219633054E+00 -5.139102560E-03 -2.971043668E+00 
         6  5.443641543E-01 -1.183874980E-01  2.764799577E-01  4.001741955E-03  2.313507068E+00 -6.127614599E-01  2.230882862E+00 -1.354994402E-02 -7.833561388E+00 
         7  5.560449958E-01 -1.215927899E-01  2.771969564E-01  4.022536877E-03  2.325529132E+00 -6.148367024E-01  2.242779876E+00 -2.201152719E-02 -1.272541416E+01 
         8  5.676840544E-01 -1.247807741E-01  2.779174318E-01  4.043507434E-03  2.337652735E+00 -6.170496485E-01  2.254743897E+00 -3.048477025E-02 -1.762400780E+01 
         9  5.792740583E-01 -1.279501766E-01  2.786694260E-01  4.065427429E-03  2.350325232E+00 -6.195105041E-01  2.267208732E+00 -3.898794829E-02 -2.253990761E+01 
        10  5.908080935E-01 -1.310996860E-01  2.794598708E-01  4.088472273E-03  2.363648033E+00 -6.222378782E-01  2.280274555E+00 -4.753293970E-02 -2.747998076E+01 
        11  6.022788286E-01 -1.342279464E-01  2.802757262E-01  4.112367475E-03  2.377462447E+00 -6.251820614E-01  2.293790547E+00 -5.612468035E-02 -3.244708083E+01 
        12  6.136792898E-01 -1.373335868E-01  2.811226362E-01  4.137304274E-03  2.391879034E+00 -6.283643484E-01  2.307865585E+00 -6.478070522E-02 -3.745134520E+01 
        13  6.250025034E-01 -1.404151767E-01  2.820033340E-01  4.163307971E-03  2.406912421E+00 -6.317811273E-01  2.322515879E+00 -7.349774312E-02 -4.249088274E+01 
        14  6.362415552E-01 -1.434712708E-01  2.829132231E-01  4.190251852E-03  2.422489352E+00 -6.354057335E-01  2.337672820E+00 -8.230827032E-02 -4.758446878E+01 
        15  6.473894119E-01 -1.465003639E-01  2.838639260E-01  4.218375926E-03  2.438748582E+00 -6.392674596E-01  2.353472278E+00 -9.119442096E-02 -5.272177462E+01 
        16  6.584393382E-01 -1.495009661E-01  2.848413953E-01  4.247470063E-03  2.455568630E+00 -6.433275994E-01  2.369798915E+00 -1.001548029E-01 -5.790199540E+01 
        17  6.693845391E-01 -1.524715126E-01  2.858381814E-01  4.277254403E-03  2.472787702E+00 -6.475370567E-01  2.386498435E+00 -1.091974280E-01 -6.312976306E+01 
        18  6.802183390E-01 -1.554104537E-01  2.868853682E-01  4.308619971E-03  2.490920921E+00 -6.520243851E-01  2.404069723E+00 -1.183223397E-01 -6.840510262E+01 
        19  6.909340620E-01 -1.583162099E-01  2.879450454E-01  4.340525698E-03  2.509366419E+00 -6.566257554E-01  2.421933616E+00 -1.275329362E-01 -7.372997875E+01 
        20  7.015252113E-01 -1.611871719E-01  2.890383434E-01  4.373548053E-03  2.528457468E+00 -6.614226034E-01  2.440413348E+00 -1.368263235E-01 -7.910271826E+01 
        21  7.119852304E-01 -1.640217453E-01  2.901662052E-01  4.407776991E-03  2.548246073E+00 -6.664227898E-01  2.459560675E+00 -1.462048733E-01 -8.452469239E+01 
        22  7.223078012E-01 -1.668183208E-01  2.913330240E-01  4.443308947E-03  2.568787985E+00 -6.716355840E-01  2.479430853E+00 -1.556633546E-01 -8.999287687E+01 
        23  7.324865460E-01 -1.695752442E-01  2.925385950E-01  4.480151530E-03  2.590087604E+00 -6.770570235E-01  2.500029516E+00 -1.652037048E-01 -9.550839186E+01 
        24  7.425153255E-01 -1.722909361E-01  2.937489579E-01  4.517293472E-03  2.611560288E+00 -6.825295582E-01  2.520793633E+00 -1.748271054E-01 -1.010719203E+02 
        25  7.523879409E-01 -1.749637425E-01  2.949781179E-01  4.555169182E-03  2.633457183E+00 -6.881143836E-01  2.541966823E+00 -1.845095302E-01 -1.066695721E+02 
        26  7.620983124E-01 -1.775920987E-01  2.962384027E-01  4.594168212E-03  2.656003498E+00 -6.938662893E-01  2.563767570E+00 -1.942484612E-01 -1.122998917E+02 
        27  7.716405988E-01 -1.801743507E-01  2.975300016E-01  4.634308832E-03  2.679209794E+00 -6.997841657E-01  2.586207115E+00 -2.040332437E-01 -1.179567190E+02 
        28  7.810088992E-01 -1.827089787E-01  2.988284297E-01  4.674837573E-03  2.702640472E+00 -7.057508638E-01  2.608865891E+00 -2.138538053E-01 -1.236342312E+02 
        29  7.901974916E-01 -1.851943731E-01  3.001477005E-01  4.716217556E-03  2.726563275E+00 -7.118331351E-01  2.632003206E+00 -2.236921272E-01 -1.293220111E+02 
        30  7.992007136E-01 -1.876289994E-01  3.014932009E-01  4.758607871E-03  2.751070176E+00 -7.180523440E-01  2.655708558E+00 -2.335324766E-01 -1.350109631E+02 
        31  8.080130816E-01 -1.900113523E-01  3.028359967E-01  4.801122387E-03  2.775648880E+00 -7.242723159E-01  2.679488070E+00 -2.433544406E-01 -1.406892860E+02 
        32  8.166291118E-01 -1.923399270E-01  3.041836218E-01  4.844020895E-03  2.800449580E+00 -7.305303532E-01  2.703487239E+00 -2.531338356E-01 -1.463429987E+02 
