cellnumber     x-coordinate     y-coordinate           y-plus skin-friction-coef       wall-shear     y-wall-shear     x-wall-shear pressure-coefficient         pressure 
         1  4.207321703E-01 -7.204635441E-02  4.014971446E-01  3.539770818E-03  4.604467509E+00 -1.932579153E-01  4.600410027E+00 -4.684359218E-02 -6.093326639E+01 
         2  4.390601814E-01 -7.277041674E-02  3.992492224E-01  3.500243407E-03  4.553050994E+00 -1.684192075E-01  4.549934980E+00 -4.609463957E-02 -5.995904287E+01 
         3  4.574715793E-01 -7.340841740E-02  3.970009407E-01  3.460936191E-03  4.501920905E+00 -1.453307709E-01  4.499574513E+00 -4.493468048E-02 -5.845018984E+01 
         4  4.759408236E-01 -7.396373898E-02  3.947815150E-01  3.422347824E-03  4.451725880E+00 -1.238918723E-01  4.450001586E+00 -4.340774657E-02 -5.646398284E+01 
         5  4.944423139E-01 -7.443981618E-02  3.925896054E-01  3.384441053E-03  4.402417463E+00 -1.039792515E-01  4.401189366E+00 -4.157368552E-02 -5.407827062E+01 
         6  5.129504204E-01 -7.484016567E-02  3.904153637E-01  3.347053707E-03  4.353784705E+00 -8.547294524E-02  4.352945627E+00 -3.947503479E-02 -5.134838510E+01 
         7  5.314396024E-01 -7.516829669E-02  3.882622802E-01  3.310241410E-03  4.305899959E+00 -6.826621894E-02  4.305358775E+00 -3.711846494E-02 -4.828300322E+01 
         8  5.498840809E-01 -7.542774826E-02  3.861413906E-01  3.274176457E-03  4.258987344E+00 -5.225848048E-02  4.258666722E+00 -3.453805594E-02 -4.492645557E+01 
         9  5.682584643E-01 -7.562199980E-02  3.840594859E-01  3.238963888E-03  4.213183495E+00 -3.735073779E-02  4.213017930E+00 -3.175574506E-02 -4.130727776E+01 
        10  5.865372419E-01 -7.575452328E-02  3.820001824E-01  3.204320597E-03  4.168120151E+00 -2.344511331E-02  4.168054213E+00 -2.879683231E-02 -3.745837953E+01 
        11  6.046952009E-01 -7.582871616E-02  3.799458591E-01  3.169947084E-03  4.123407731E+00 -1.045408859E-02  4.123394478E+00 -2.567923194E-02 -3.340306343E+01 
        12  6.227072477E-01 -7.584790885E-02  3.779023482E-01  3.135942151E-03  4.079174751E+00  1.699868636E-03  4.079174396E+00 -2.239142735E-02 -2.912634885E+01 
        13  6.405484080E-01 -7.581538707E-02  3.758773700E-01  3.102423245E-03  4.035573986E+00  1.309047567E-02  4.035552755E+00 -1.894268790E-02 -2.464029324E+01 
        14  6.581941247E-01 -7.573433965E-02  3.738732155E-01  3.069424439E-03  3.992649759E+00  2.378693394E-02  3.992578901E+00 -1.533830601E-02 -1.995178087E+01 
        15  6.756199598E-01 -7.560791820E-02  3.718822528E-01  3.036825090E-03  3.950245137E+00  3.385153105E-02  3.950100089E+00 -1.158205208E-02 -1.506571619E+01 
        16  6.928018928E-01 -7.543918490E-02  3.698886345E-01  3.004354372E-03  3.908007835E+00  4.333713162E-02  3.907767538E+00 -7.681638088E-03 -9.992130794E+00 
        17  7.097162008E-01 -7.523115724E-02  3.678693977E-01  2.971641014E-03  3.865454912E+00  5.228584264E-02  3.865101275E+00 -3.637756608E-03 -4.731925588E+00 
        18  7.263395786E-01 -7.498681545E-02  3.658176785E-01  2.938583935E-03  3.822454884E+00  6.073546096E-02  3.821972337E+00  5.788469010E-04  7.529531954E-01 
        19  7.426490188E-01 -7.470910251E-02  3.637338484E-01  2.905196268E-03  3.779024832E+00  6.872022422E-02  3.778399954E+00  4.980360150E-03  6.478359102E+00 
        20  7.586221099E-01 -7.440092415E-02  3.616197640E-01  2.871522787E-03  3.735223000E+00  7.627044422E-02  3.734444227E+00  9.574957549E-03  1.245492525E+01 
        21  7.742367983E-01 -7.406519353E-02  3.594674699E-01  2.837446591E-03  3.690897324E+00  8.340739371E-02  3.689954778E+00  1.437418144E-02  1.869766570E+01 
        22  7.894715071E-01 -7.370482385E-02  3.572625859E-01  2.802742357E-03  3.645754706E+00  9.014295358E-02  3.644640123E+00  1.939706910E-02  2.523134379E+01 
