cellnumber     x-coordinate     y-coordinate           y-plus skin-friction-coef       wall-shear     y-wall-shear     x-wall-shear pressure-coefficient         pressure 
         1  5.045897365E-01 -2.681522816E-02  2.468003408E-01  3.188726354E-03  1.843482423E+00  1.082875125E-01  1.840299231E+00 -1.712117892E-03 -9.898181562E-01 
         2  5.167048573E-01 -2.609888464E-02  2.455774055E-01  3.157206895E-03  1.825260236E+00  1.082541124E-01  1.822047194E+00  3.225396715E-03  1.864682476E+00 
         3  5.288157463E-01 -2.537659369E-02  2.443772473E-01  3.126423455E-03  1.807463560E+00  1.080126394E-01  1.804233297E+00  8.131078066E-03  4.700779507E+00 
         4  5.409154296E-01 -2.465016581E-02  2.432022856E-01  3.096428142E-03  1.790122520E+00  1.075850729E-01  1.786886702E+00  1.299488308E-02  7.512666779E+00 
         5  5.529967546E-01 -2.392133325E-02  2.420608318E-01  3.067425038E-03  1.773355100E+00  1.069977445E-01  1.770124231E+00  1.779887471E-02  1.028997444E+01 
         6  5.650526881E-01 -2.319173887E-02  2.409499923E-01  3.039333585E-03  1.757114729E+00  1.062661317E-01  1.753898423E+00  2.251530554E-02  1.301666101E+01 
         7  5.770761967E-01 -2.246293612E-02  2.398706838E-01  3.012167299E-03  1.741409220E+00  1.054079875E-01  1.738216105E+00  2.714769686E-02  1.569476225E+01 
         8  5.890600681E-01 -2.173638903E-02  2.388235134E-01  2.985931536E-03  1.726241669E+00  1.044398087E-01  1.723079403E+00  3.168636273E-02  1.831867845E+01 
         9  6.009973288E-01 -2.101346664E-02  2.378054293E-01  2.960533803E-03  1.711558605E+00  1.033737440E-01  1.708433998E+00  3.612670033E-02  2.088574863E+01 
        10  6.128808260E-01 -2.029544674E-02  2.368174508E-01  2.935980511E-03  1.697363733E+00  1.022245015E-01  1.694282678E+00  4.047443561E-02  2.339928309E+01 
        11  6.247034669E-01 -1.958351210E-02  2.358611639E-01  2.912313807E-03  1.683681419E+00  1.010071592E-01  1.680648885E+00  4.471726624E-02  2.585216955E+01 
        12  6.364582181E-01 -1.887875423E-02  2.349352705E-01  2.889495630E-03  1.670489661E+00  9.973314968E-02  1.667509822E+00  4.885230587E-02  2.824273933E+01 
        13  6.481379271E-01 -1.818217151E-02  2.340395094E-01  2.867502098E-03  1.657774650E+00  9.841359375E-02  1.654850917E+00  5.288224027E-02  3.057254516E+01 
        14  6.597356796E-01 -1.749467105E-02  2.331668919E-01  2.846157596E-03  1.645434860E+00  9.705365203E-02  1.642570080E+00  5.681149066E-02  3.284414304E+01 
        15  6.712443233E-01 -1.681707799E-02  2.323185303E-01  2.825486188E-03  1.633484202E+00  9.566464603E-02  1.630680506E+00  6.064293484E-02  3.505919670E+01 
        16  6.826570034E-01 -1.615012437E-02  2.314933367E-01  2.805449469E-03  1.621900475E+00  9.425504042E-02  1.619159392E+00  6.438457549E-02  3.722233271E+01 
        17  6.939666271E-01 -1.549446490E-02  2.306886838E-01  2.785980409E-03  1.610644924E+00  9.283167073E-02  1.607967460E+00  6.803664393E-02  3.933368477E+01 
        18  7.051663995E-01 -1.485067327E-02  2.299039863E-01  2.767058833E-03  1.599705888E+00  9.140230893E-02  1.597092529E+00  7.159977917E-02  4.139362233E+01 
        19  7.162494063E-01 -1.421924867E-02  2.291377082E-01  2.748642863E-03  1.589059155E+00  8.997337282E-02  1.586509940E+00  7.507948717E-02  4.340532852E+01 
        20  7.272087336E-01 -1.360062044E-02  2.283858832E-01  2.730633097E-03  1.578647259E+00  8.854881047E-02  1.576161881E+00  7.848275392E-02  4.537284211E+01 
        21  7.380377650E-01 -1.299515087E-02  2.276454804E-01  2.712958141E-03  1.568428926E+00  8.713296935E-02  1.566006750E+00  8.181661915E-02  4.730023294E+01 
        22  7.487297654E-01 -1.240313798E-02  2.269155600E-01  2.695585589E-03  1.558385419E+00  8.573091852E-02  1.556025489E+00  8.508911488E-02  4.919214454E+01 
        23  7.592779398E-01 -1.182482578E-02  2.261917897E-01  2.678412999E-03  1.548457515E+00  8.434496329E-02  1.546158661E+00  8.830733123E-02  5.105267587E+01 
        24  7.696758509E-01 -1.126040425E-02  2.254710883E-01  2.661372827E-03  1.538606165E+00  8.297806370E-02  1.536367005E+00  9.148115547E-02  5.288754300E+01 
        25  7.799169421E-01 -1.071001496E-02  2.247533116E-01  2.644456284E-03  1.528826289E+00  8.163450794E-02  1.526645220E+00  9.461503427E-02  5.469931669E+01 
        26  7.899947166E-01 -1.017375849E-02  2.240366802E-01  2.627619607E-03  1.519092585E+00  8.031699054E-02  1.516967852E+00  9.771500088E-02  5.649148488E+01 
        27  7.999029160E-01 -9.651695378E-03  2.233167521E-01  2.610758973E-03  1.509345031E+00  7.902591192E-02  1.507274802E+00  1.007890543E-01  5.826867201E+01 
        28  8.096352816E-01 -9.143856354E-03  2.225896866E-01  2.593787315E-03  1.499533291E+00  7.776179170E-02  1.497515675E+00  1.038460800E-01  6.003601499E+01 
        29  8.191854954E-01 -8.650241420E-03  2.218534751E-01  2.576656229E-03  1.489629382E+00  7.652589771E-02  1.487662423E+00  1.068947840E-01  6.179854702E+01 
        30  8.285475969E-01 -8.170826361E-03  2.211044848E-01  2.559288589E-03  1.479588716E+00  7.531823153E-02  1.477670441E+00  1.099439716E-01  6.356135859E+01 
