cellnumber     x-coordinate     y-coordinate           y-plus skin-friction-coef       wall-shear     y-wall-shear     x-wall-shear pressure-coefficient         pressure 
         1  4.905166924E-01 -9.605703503E-02  2.457498898E-01  2.983707838E-03  3.881151211E+00 -6.247167764E-01  3.830543522E+00  2.339277779E-01  3.042888674E+02 
         2  5.026547313E-01 -9.802026302E-02  2.458350963E-01  2.985782973E-03  3.883850508E+00 -6.150912416E-01  3.834834746E+00  2.284324877E-01  2.971406969E+02 
         3  5.147889256E-01 -9.995079041E-02  2.458949685E-01  2.987276704E-03  3.885793525E+00 -6.056841345E-01  3.838298849E+00  2.231923091E-01  2.903243709E+02 
         4  5.269116163E-01 -1.018485948E-01  2.459321030E-01  2.988132100E-03  3.886906208E+00 -5.964734006E-01  3.840867006E+00  2.181740997E-01  2.837967782E+02 
         5  5.390154719E-01 -1.037136614E-01  2.459538026E-01  2.988627478E-03  3.887550587E+00 -5.875035778E-01  3.842901132E+00  2.133985083E-01  2.775847784E+02 
         6  5.510927439E-01 -1.055459678E-01  2.459788430E-01  2.989316771E-03  3.888447206E+00 -5.788689753E-01  3.845117993E+00  2.087725959E-01  2.715674782E+02 
         7  5.631359816E-01 -1.073454693E-01  2.459826152E-01  2.989385506E-03  3.888536615E+00 -5.703966891E-01  3.846474311E+00  2.043424214E-01  2.658047903E+02 
         8  5.751376748E-01 -1.091121435E-01  2.459729199E-01  2.989096168E-03  3.888160250E+00 -5.621257831E-01  3.847311364E+00  2.001105945E-01  2.603001093E+02 
         9  5.870903730E-01 -1.108459383E-01  2.459504066E-01  2.988567670E-03  3.887472789E+00 -5.540659103E-01  3.847785812E+00  1.960531484E-01  2.550222594E+02 
        10  5.989866853E-01 -1.125468090E-01  2.459185732E-01  2.987807282E-03  3.886483692E+00 -5.462052588E-01  3.847910511E+00  1.921847721E-01  2.499903481E+02 
        11  6.108191609E-01 -1.142146960E-01  2.458821683E-01  2.986942371E-03  3.885358631E+00 -5.385541585E-01  3.847852792E+00  1.884342020E-01  2.451116768E+02 
        12  6.225804090E-01 -1.158495247E-01  2.458407888E-01  2.985885569E-03  3.883983963E+00 -5.310836600E-01  3.847503291E+00  1.848485303E-01  2.404475023E+02 
        13  6.342633367E-01 -1.174512357E-01  2.457892244E-01  2.984572669E-03  3.882276167E+00 -5.237704932E-01  3.846782124E+00  1.814219728E-01  2.359903005E+02 
        14  6.458604932E-01 -1.190197393E-01  2.457185936E-01  2.982958065E-03  3.880175920E+00 -5.165954471E-01  3.845633149E+00  1.781533055E-01  2.317384794E+02 
        15  6.573647261E-01 -1.205549613E-01  2.456480680E-01  2.981290249E-03  3.878006457E+00 -5.095906320E-01  3.844379204E+00  1.750240979E-01  2.276680649E+02 
