cellnumber     x-coordinate     y-coordinate           y-plus skin-friction-coef       wall-shear     y-wall-shear     x-wall-shear pressure-coefficient         pressure 
         1  4.838428795E-01 -1.041753516E-01  2.023308833E-01  1.831900012E-03  9.531604748E+00 -2.407851557E+00  9.222458454E+00  5.428161844E-01  2.824340460E+03 
         2  4.955863953E-01 -1.072378531E-01  2.031162831E-01  1.846171415E-03  9.605860641E+00 -2.421319931E+00  9.295685475E+00  5.359113542E-01  2.788413765E+03 
         3  5.073277354E-01 -1.102933884E-01  2.038564415E-01  1.859566585E-03  9.675557386E+00 -2.434663546E+00  9.364231103E+00  5.291738895E-01  2.753357894E+03 
         4  5.190597177E-01 -1.133415103E-01  2.045714172E-01  1.872544566E-03  9.743083446E+00 -2.448442733E+00  9.430419037E+00  5.225892204E-01  2.719097037E+03 
         5  5.307749510E-01 -1.163816899E-01  2.053850715E-01  1.887540687E-03  9.821110136E+00 -2.465793411E+00  9.506527608E+00  5.161550459E-01  2.685619223E+03 
         6  5.424662828E-01 -1.194132939E-01  2.058926047E-01  1.896948628E-03  9.870060831E+00 -2.476730969E+00  9.554261066E+00  5.098434555E-01  2.652779230E+03 
         7  5.541265011E-01 -1.224356219E-01  2.066675521E-01  1.911215873E-03  9.944295089E+00 -2.494851154E+00  9.626251738E+00  5.036273746E-01  2.620436184E+03 
         8  5.657483935E-01 -1.254478544E-01  2.073481577E-01  1.923803709E-03  1.000979118E+01 -2.511564543E+00  9.689580122E+00  4.975272333E-01  2.588696386E+03 
         9  5.773248076E-01 -1.284491271E-01  2.080184521E-01  1.936237604E-03  1.007448629E+01 -2.528811786E+00  9.751942620E+00  4.915136668E-01  2.557407048E+03 
        10  5.888485312E-01 -1.314384639E-01  2.086659091E-01  1.948303535E-03  1.013726683E+01 -2.546260964E+00  9.812274655E+00  4.855827972E-01  2.526547992E+03 
        11  6.003125310E-01 -1.344147772E-01  2.093343849E-01  1.960841428E-03  1.020250306E+01 -2.564958037E+00  9.874819437E+00  4.797335636E-01  2.496113698E+03 
        12  6.117097139E-01 -1.373769045E-01  2.099982849E-01  1.973288918E-03  1.026726890E+01 -2.584116450E+00  9.936757665E+00  4.739281400E-01  2.465907353E+03 
        13  6.230331063E-01 -1.403236687E-01  2.106587335E-01  1.985665430E-03  1.033166544E+01 -2.603710267E+00  9.998200020E+00  4.681844475E-01  2.436022203E+03 
        14  6.342756152E-01 -1.432536989E-01  2.113270154E-01  1.998333634E-03  1.039757969E+01 -2.624164651E+00  1.006098520E+01  4.624914460E-01  2.406400805E+03 
        15  6.454303861E-01 -1.461656392E-01  2.119958785E-01  2.011029981E-03  1.046364037E+01 -2.645084626E+00  1.012379855E+01  4.568401454E-01  2.376996381E+03 
        16  6.564905643E-01 -1.490580440E-01  2.126450903E-01  2.023368973E-03  1.052784169E+01 -2.665913693E+00  1.018471181E+01  4.512287436E-01  2.347799557E+03 
        17  6.674492955E-01 -1.519293487E-01  2.133117985E-01  2.036144115E-03  1.059431235E+01 -2.687648733E+00  1.024773138E+01  4.456449743E-01  2.318746507E+03 
        18  6.782998443E-01 -1.547779739E-01  2.139961743E-01  2.049273982E-03  1.066262869E+01 -2.710138514E+00  1.031245847E+01  4.400940111E-01  2.289864151E+03 
        19  6.890355349E-01 -1.576022953E-01  2.146737264E-01  2.062290634E-03  1.073035595E+01 -2.732720524E+00  1.037654940E+01  4.345457589E-01  2.260995902E+03 
        20  6.996496916E-01 -1.604005843E-01  2.154020096E-01  2.076211597E-03  1.080278847E+01 -2.756701200E+00  1.044513462E+01  4.290198523E-01  2.232243919E+03 
        21  7.101358175E-01 -1.631710976E-01  2.161045276E-01  2.089745912E-03  1.087320920E+01 -2.780328454E+00  1.051172925E+01  4.235094812E-01  2.203572769E+03 
        22  7.204874158E-01 -1.659120470E-01  2.167977416E-01  2.103257564E-03  1.094351201E+01 -2.804043965E+00  1.057817530E+01  4.180075052E-01  2.174945300E+03 
        23  7.306980491E-01 -1.686216146E-01  2.175161467E-01  2.117210648E-03  1.101611165E+01 -2.828429435E+00  1.064681656E+01  4.125131107E-01  2.146357279E+03 
        24  7.407614589E-01 -1.712979525E-01  2.182453643E-01  2.131327331E-03  1.108956252E+01 -2.853079973E+00  1.071626481E+01  4.070209050E-01  2.117780646E+03 
        25  7.506713867E-01 -1.739391685E-01  2.189600502E-01  2.145297303E-03  1.116225003E+01 -2.877546865E+00  1.078496869E+01  4.015291801E-01  2.089206515E+03 
