cellnumber     x-coordinate     y-coordinate           y-plus skin-friction-coef       wall-shear     y-wall-shear     x-wall-shear pressure-coefficient         pressure 
         1  5.030988455E-01 -4.126640037E-02  2.546409722E-01  3.014134875E-03  9.052352875E+00 -1.905181282E-01  9.050347807E+00  5.237685731E-02  1.573034434E+02 
         2  5.153399706E-01 -4.151574150E-02  2.538455777E-01  2.995334586E-03  8.995889956E+00 -1.770689608E-01  8.994147134E+00  5.322340086E-02  1.598458681E+02 
         3  5.275732279E-01 -4.174875841E-02  2.530661401E-01  2.976968599E-03  8.940731379E+00 -1.645480604E-01  8.939217054E+00  5.413673289E-02  1.625888787E+02 
         4  5.397912860E-01 -4.196633399E-02  2.523052738E-01  2.959108884E-03  8.887093286E+00 -1.528981455E-01  8.885777919E+00  5.510830969E-02  1.655068158E+02 
         5  5.519866347E-01 -4.216932133E-02  2.515557000E-01  2.941551642E-03  8.834363612E+00 -1.420498882E-01  8.833221511E+00  5.612851004E-02  1.685707841E+02 
         6  5.641520619E-01 -4.235854372E-02  2.508211479E-01  2.924390300E-03  8.782822944E+00 -1.319523368E-01  8.781831668E+00  5.719116666E-02  1.717622613E+02 
         7  5.762801766E-01 -4.253478348E-02  2.501011989E-01  2.907628522E-03  8.732482288E+00 -1.225516537E-01  8.731622301E+00  5.829257605E-02  1.750701247E+02 
         8  5.883635879E-01 -4.269877449E-02  2.493947428E-01  2.891230924E-03  8.683235373E+00 -1.137946676E-01  8.682489696E+00  5.942505459E-02  1.784712981E+02 
         9  6.003950238E-01 -4.285122827E-02  2.487012944E-01  2.875178988E-03  8.635026584E+00 -1.056313335E-01  8.634380471E+00  6.058637329E-02  1.819590871E+02 
        10  6.123672724E-01 -4.299279675E-02  2.480273959E-01  2.859603445E-03  8.588248549E+00 -9.801909870E-02  8.587689176E+00  6.177371651E-02  1.855250357E+02 
        11  6.242730618E-01 -4.312410951E-02  2.473647731E-01  2.844334763E-03  8.542392109E+00 -9.090672515E-02  8.541908388E+00  6.298444863E-02  1.891612281E+02 
        12  6.361051202E-01 -4.324574396E-02  2.467117170E-01  2.829349675E-03  8.497387386E+00 -8.425104498E-02  8.496969704E+00  6.421626456E-02  1.928607415E+02 
        13  6.478562951E-01 -4.335824400E-02  2.460688108E-01  2.814629573E-03  8.453178496E+00 -7.801132761E-02  8.452818519E+00  6.546850605E-02  1.966215991E+02 
        14  6.595195532E-01 -4.346211255E-02  2.454345816E-01  2.800132624E-03  8.409639800E+00 -7.214849908E-02  8.409330304E+00  6.674174141E-02  2.004455075E+02 
        15  6.710876822E-01 -4.355781525E-02  2.448108701E-01  2.785919150E-03  8.366952467E+00 -6.662831495E-02  8.366687173E+00  6.803403741E-02  2.043266608E+02 
        16  6.825538278E-01 -4.364578053E-02  2.441987588E-01  2.772001519E-03  8.325153639E+00 -6.141708789E-02  8.324927090E+00  6.934591021E-02  2.082666090E+02 
        17  6.939108372E-01 -4.372640699E-02  2.435905850E-01  2.758204647E-03  8.283717485E+00 -5.647935463E-02  8.283524941E+00  7.067976952E-02  2.122725894E+02 
        18  7.051519752E-01 -4.380005971E-02  2.429858114E-01  2.744525686E-03  8.242635453E+00 -5.178606145E-02  8.242472774E+00  7.203804891E-02  2.163519106E+02 
        19  7.162702680E-01 -4.386707023E-02  2.423888043E-01  2.731054215E-03  8.202176577E+00 -4.731182510E-02  8.202040124E+00  7.342210760E-02  2.205086548E+02 
        20  7.272590399E-01 -4.392774403E-02  2.417945597E-01  2.717675490E-03  8.161996246E+00 -4.302946237E-02  8.161882821E+00  7.483479896E-02  2.247513916E+02 
        21  7.381116152E-01 -4.398236796E-02  2.412004812E-01  2.704341482E-03  8.121950214E+00 -3.891544914E-02  8.121856984E+00  7.627941349E-02  2.290900031E+02 
        22  7.488212585E-01 -4.403119907E-02  2.406041175E-01  2.690987856E-03  8.081845259E+00 -3.494824043E-02  8.081769696E+00  7.776103852E-02  2.335397684E+02 
        23  7.593815923E-01 -4.407447577E-02  2.400079288E-01  2.677678512E-03  8.041873299E+00 -3.111012438E-02  8.041813124E+00  7.928138021E-02  2.381058114E+02 
