cellnumber     x-coordinate     y-coordinate           y-plus skin-friction-coef       wall-shear     y-wall-shear     x-wall-shear pressure-coefficient         pressure 
         1  5.026038289E-01 -5.907976627E-02  2.645991147E-01  3.131798357E-03  1.610899483E+01 -2.216998013E-01  1.610746918E+01 -3.767938828E-02 -1.938110318E+02 
         2  5.148857832E-01 -5.923581868E-02  2.637249359E-01  3.111142398E-03  1.600274701E+01 -1.863777497E-01  1.600166164E+01 -3.626448477E-02 -1.865332090E+02 
         3  5.271586180E-01 -5.936624110E-02  2.628602244E-01  3.090771559E-03  1.589796576E+01 -1.527006433E-01  1.589723240E+01 -3.476709465E-02 -1.788311009E+02 
         4  5.394148231E-01 -5.947190151E-02  2.620037208E-01  3.070644905E-03  1.579444053E+01 -1.205774887E-01  1.579398027E+01 -3.319433373E-02 -1.707413088E+02 
         5  5.516469479E-01 -5.955365673E-02  2.611600517E-01  3.050898033E-03  1.569286877E+01 -8.992721687E-02  1.569261111E+01 -3.155052353E-02 -1.622860614E+02 
         6  5.638476014E-01 -5.961236358E-02  2.603200800E-01  3.031318588E-03  1.559215821E+01 -6.065957148E-02  1.559204021E+01 -2.983948672E-02 -1.534850212E+02 
         7  5.760093927E-01 -5.964887142E-02  2.594886294E-01  3.011992809E-03  1.549275242E+01 -3.269862249E-02  1.549271791E+01 -2.806685243E-02 -1.443671428E+02 
         8  5.881249309E-01 -5.966402590E-02  2.586582807E-01  2.992748725E-03  1.539376685E+01 -5.967809827E-03  1.539376569E+01 -2.623260520E-02 -1.349323466E+02 
         9  6.001867652E-01 -5.965866148E-02  2.578384511E-01  2.973804525E-03  1.529632379E+01  1.960311281E-02  1.529631123E+01 -2.433855870E-02 -1.251899617E+02 
        10  6.121876836E-01 -5.963359401E-02  2.570265038E-01  2.955099705E-03  1.520011203E+01  4.408455474E-02  1.520004810E+01 -2.239234286E-02 -1.151792339E+02 
        11  6.241204143E-01 -5.958963931E-02  2.562178340E-01  2.936541029E-03  1.510465198E+01  6.754107588E-02  1.510450097E+01 -2.039260780E-02 -1.048932198E+02 
        12  6.359776855E-01 -5.952759832E-02  2.554161714E-01  2.918187171E-03  1.501024545E+01  9.003582555E-02  1.500997542E+01 -1.834077688E-02 -9.433924096E+01 
        13  6.477522254E-01 -5.944825709E-02  2.546194541E-01  2.900005528E-03  1.491672475E+01  1.116271672E-01  1.491630707E+01 -1.623613095E-02 -8.351359818E+01 
        14  6.594370008E-01 -5.935239792E-02  2.538195172E-01  2.881823107E-03  1.482320004E+01  1.323629646E-01  1.482260906E+01 -1.407980358E-02 -7.242212210E+01 
        15  6.710249186E-01 -5.924078450E-02  2.530171701E-01  2.863632678E-03  1.472963414E+01  1.522917098E-01  1.472884683E+01 -1.186763164E-02 -6.104339902E+01 
        16  6.825088859E-01 -5.911418051E-02  2.522196458E-01  2.845613002E-03  1.463694654E+01  1.714699713E-01  1.463594213E+01 -9.598640512E-03 -4.937241570E+01 
        17  6.938819289E-01 -5.897333100E-02  2.514228953E-01  2.827658555E-03  1.454459446E+01  1.899372505E-01  1.454335422E+01 -7.276283392E-03 -3.742693436E+01 
        18  7.051372528E-01 -5.881897733E-02  2.506253817E-01  2.809749872E-03  1.445247778E+01  2.077333541E-01  1.445098477E+01 -4.899016195E-03 -2.519901269E+01 
        19  7.162678838E-01 -5.865184963E-02  2.498229747E-01  2.791781113E-03  1.436005208E+01  2.248876655E-01  1.435829103E+01 -2.462652155E-03 -1.266711528E+01 
        20  7.272672057E-01 -5.847267434E-02  2.490179549E-01  2.773802692E-03  1.426757669E+01  2.414373561E-01  1.426553373E+01  3.514421527E-05  1.807708918E-01 
        21  7.381284237E-01 -5.828217044E-02  2.482074712E-01  2.755781323E-03  1.417488038E+01  2.574102763E-01  1.417254295E+01  2.597307274E-03  1.335973925E+01 
        22  7.488450408E-01 -5.808106065E-02  2.473872482E-01  2.737597068E-03  1.408134624E+01  2.728218483E-01  1.407870307E+01  5.227715495E-03  2.688973946E+01 
        23  7.594105601E-01 -5.787005275E-02  2.465562702E-01  2.719239957E-03  1.398692298E+01  2.876933687E-01  1.398396392E+01  7.930251926E-03  4.079074471E+01 
        24  7.698185444E-01 -5.764986202E-02  2.457097773E-01  2.700610321E-03  1.389109793E+01  3.020332032E-01  1.388781400E+01  1.071227302E-02  5.510059429E+01 
        25  7.800626755E-01 -5.742119998E-02  2.448542278E-01  2.681844138E-03  1.379457054E+01  3.158724460E-01  1.379095359E+01  1.357378801E-02  6.981933571E+01 
        26  7.901366949E-01 -5.718477443E-02  2.439823673E-01  2.662771150E-03  1.369646503E+01  3.292050396E-01  1.369250811E+01  1.651672260E-02  8.495687418E+01 
        27  8.000345230E-01 -5.694130436E-02  2.430959263E-01  2.643454349E-03  1.359710543E+01  3.420486381E-01  1.359280246E+01  1.954618421E-02  1.005394806E+02 
        28  8.097501993E-01 -5.669150501E-02  2.421926249E-01  2.623850800E-03  1.349627088E+01  3.544058287E-01  1.349161681E+01  2.266730449E-02  1.165935508E+02 
        29  8.192777634E-01 -5.643609539E-02  2.412641751E-01  2.603762458E-03  1.339294271E+01  3.662540607E-01  1.338793383E+01  2.588470023E-02  1.331428319E+02 
        30  8.286114335E-01 -5.617580190E-02  2.403121939E-01  2.583251018E-03  1.328743825E+01  3.776024085E-01  1.328207182E+01  2.920441423E-02  1.502184062E+02 
        31  8.377455473E-01 -5.591135472E-02  2.393379387E-01  2.562352688E-03  1.317994375E+01  3.884555121E-01  1.317421799E+01  3.263110003E-02  1.678442102E+02 
        32  8.466745615E-01 -5.564348027E-02  2.383332317E-01  2.540884119E-03  1.306951613E+01  3.987826096E-01  1.306343080E+01  3.617028958E-02  1.860486983E+02 
        33  8.553930521E-01 -5.537291989E-02  2.372938300E-01  2.518767220E-03  1.295575369E+01  4.085644828E-01  1.294930997E+01  3.982905828E-02  2.048682644E+02 
        34  8.638957143E-01 -5.510042608E-02  2.362234925E-01  2.496095111E-03  1.283913543E+01  4.178077194E-01  1.283233553E+01  4.361356239E-02  2.243345742E+02 
        35  8.721773624E-01 -5.482673272E-02  2.351115469E-01  2.472645367E-03  1.271851725E+01  4.264651265E-01  1.271136533E+01  4.753067394E-02  2.444829754E+02 
        36  8.802329898E-01 -5.455260724E-02  2.339546793E-01  2.448372189E-03  1.259366359E+01  4.345154236E-01  1.258616538E+01  5.158372054E-02  2.653305841E+02 
        37  8.880576491E-01 -5.427879095E-02  2.327590393E-01  2.423421273E-03  1.246532385E+01  4.419707473E-01  1.245748612E+01  5.577789249E-02  2.869040976E+02 
        38  8.956465721E-01 -5.400605127E-02  2.315135915E-01  2.397558836E-03  1.233229553E+01  4.487744515E-01  1.232412734E+01  6.011800820E-02  3.092283004E+02 
        39  9.029951692E-01 -5.373514816E-02  2.302150036E-01  2.370740390E-03  1.219434980E+01  4.549015263E-01  1.218586196E+01  6.461052457E-02  3.323364047E+02 
        40  9.100989699E-01 -5.346683785E-02  2.288617575E-01  2.342949637E-03  1.205140283E+01  4.603316827E-01  1.204260790E+01  6.926032708E-02  3.562535398E+02 
        41  9.169536233E-01 -5.320188031E-02  2.274437691E-01  2.314001368E-03  1.190250195E+01  4.650106455E-01  1.189341489E+01  7.407395446E-02  3.810133391E+02 
        42  9.235549569E-01 -5.294102803E-02  2.259582082E-01  2.283861116E-03  1.174746989E+01  4.689124482E-01  1.173810760E+01  7.905560683E-02  4.066374065E+02 
        43  9.298989177E-01 -5.268503726E-02  2.243997412E-01  2.252459585E-03  1.158595020E+01  4.720039868E-01  1.157633164E+01  8.421256453E-02  4.331631899E+02 
        44  9.359816909E-01 -5.243464559E-02  2.227634845E-01  2.219736083E-03  1.141763070E+01  4.742541494E-01  1.140777690E+01  8.954597096E-02  4.605965706E+02 
        45  9.417994618E-01 -5.219058692E-02  2.210357293E-01  2.185433726E-03  1.124119007E+01  4.755894082E-01  1.123112500E+01  9.506554047E-02  4.889875162E+02 
        46  9.473487735E-01 -5.195358023E-02  2.192138408E-01  2.149553565E-03  1.105663370E+01  4.759912435E-01  1.104638317E+01  1.007699098E-01  5.183290145E+02 
        47  9.526262283E-01 -5.172434077E-02  2.172973415E-01  2.112132447E-03  1.086415113E+01  4.754513558E-01  1.085374248E+01  1.066604420E-01  5.486280763E+02 
        48  9.576284885E-01 -5.150354654E-02  2.152742923E-01  2.072989204E-03  1.066281049E+01  4.739144418E-01  1.065227359E+01  1.127355069E-01  5.798763175E+02 
        49  9.623526335E-01 -5.129187927E-02  2.131298637E-01  2.031893955E-03  1.045142933E+01  4.713141235E-01  1.044079681E+01  1.189901898E-01  6.120484571E+02 
        50  9.667956233E-01 -5.108998343E-02  2.108613080E-01  1.988865231E-03  1.023010298E+01  4.676423987E-01  1.021940887E+01  1.254180984E-01  6.451116157E+02 
        51  9.709549546E-01 -5.089848116E-02  2.084623524E-01  1.943875490E-03  9.998689778E+00  4.628838990E-01  9.987969552E+00  1.320079482E-01  6.790077499E+02 
        52  9.748278260E-01 -5.071797222E-02  2.059211892E-01  1.896768943E-03  9.756388379E+00  4.569957082E-01  9.745679510E+00  1.387492191E-01  7.136827465E+02 
